word,ug,cy,bg,yea,sa,gdb,sv,ny,km,kxv,kn,se,sk,ka,ja,bn,ta,my,fr,sva,lv,tcx,lo,la,uk,zu,mk,kru,bfq,tg,fi,he,ps,krl,tr,xub,tcy,sl,br,ga,ur,ms,hy,ca,tl,el,gd,oc,za,ku,te,de,ko,fa,gv,mn,ar,lt,pl,hu,brh,kfe,af,ml,gon,ru,pci,cs,az,sq,liv,nn,bo,kff,id,yi,et,ba,fo,it,hi,mjt,mt,vep,nl,pt,kfa,gl,be,vi,ro,lzz,da,vro,as,fy,lb,is,es,en,vot,xmf,kfb,th
smell,,,,,,,,,k̥lin,,,,,qʼnɔsvä,ɲ̟io̞i,,,ʔəna̰ɴ,ɔ.dœʁ,likʰwni,,,,ˈo.dor,,,,,,,ˈhɑistɑː,ˈʁe.aχ,buj,ˈhɑiʒuo,koˈku,,,,,,,bau,hɔt,oˈlo,,miɾoˈðʝa,,,,,,ɡəˈʁʊχ,ˈne̞ːmsʰe̞,,,,,,ˈza.pax,ˈsɒɡ,,,,,,ˈzapəx,,ˈvuːɲɛ,ɡɔxu,ɛːɹ,ˈnuːʃkɨ,,,,,,ˈhɑistmɑ,jɪ̞θ,,oˈdo.re,ɡənd̪ʱ,,,ˈmujudɑ,ɣøːr,ˈʃɐj.ɾu,,,pax,muj˨˩,,ɔʃuru,loɡt,ˈhɑisːu tːuntmɑ,,,,lɪxt,,smɛl,ˈhɑisːɑː,ʃuräpʰä,,klin˨˩
hold,,dal,,,,,,,kān´,,,,ˈdr̩ʒac,dätʃʼɛrä,,,,kàɪɴ,tə.niʁ,lirmi,tuɾɛ̂ːt,,tʰɯː˩˨,ˈte.ne.oː,,,,,,,ˈpitæː,,,ˈpityæ,,,,,,ˈkɪn̠ʲə,,,bərˈnɛl,ə.ɡwənˈta,,,kʰuːm,,,,,ˈhaltn̩,tɯɭda̠,,,,,tʊˈɾʲeːtʲɪ,ˈtʂɨ.mat͡ɕ,ˈtɒrt,,,ɦœu,,,dʲɪrˈʐatʲ,,dr̩ʒɛt,tutˈmɑχ,mbaj,ˈpid̪ːɨ,,,,,,ˈhoidmɑ,,,teˈne.re,pə.kəɽ.nɑː,,,ˈpidɑdɑ,ˈɦɑu̯də(n),ˌse.ɡu.ˈɾa(ɹ),,,trɨˈmat͡sʲ,zɨ˦ˀ˥,ˈt͡si.ne,ɔkʰätʃu,,ˈpːitæmæ,,hɔːdə,ˈhaːlen,ˈhalta,aɡwanˈtaɾ,həʊld,ˈpitæː,däkʼinɛbä,,tʰɯː˩˩˦
wing,,ˈadai̯n,kriˈlɔ,,,,ˈvɪŋˌɛ,ˈpʰi.ko,s̥lāp,,,ˈsoɑ̯ɟɟiː,ˈkriːdɫɔ,pʰrtʰä,t͡sɨᵝba̠sa̠,,,ʔətàʊɴ,ɛl,kʼäbərdʒ,spàːɾns,,,ˈaː.la,,íːpʰiːɠo,,,,bɔːl,ˈsiːpi,kaˈnaf,,ˈsiːbi,,,,ˈkrìːlɔ,ˈas.kɛl,ˈʃcɪhɑːn,,,tʰɛv,ˈa.lə,,,,,fɯːt˧,,,ˈflyːɡl̩,na̠ɭɡe̞,bɒːl,ˈskiːən,,d͡ʒa.naːħ,,ˈskʂɨ.dwɔ,ˈsaːrɲ,,,,,,krɨˈlo,,kr̝̊iːdlo,ɡɑˈnɑd,kɾa,ˈt̪iːbɨz,,,,,,ˈtiːb,qɑˈnɑt,ˈvɔŋkʊɹ,ˈala,,,ˈd͡ʒwɪːnɐħ,ˈsuːg,,ˈa.zɐ,,aː,krɨˈɫo,kajŋ̟˧˦,,msvä,,ˈsːiːp,dɛu.ka,,,ˈvaiŋkʏr,ˈala,wɪŋ,ˈsiːpi,suä,,piːk̚˨˩
wife,,ɡuˈrai̯ɡ,ʒɛˈna,,pɐ́t̪.n̪iː,,hɵ̄sːtrʉ̂ː,,p̥rbn̥dʰ,,,,,tsɔli,t͡sɨᵝma̠,,,məjá,fam,χɛχw,sīɛ̄va,,mia˦˥,ˈuk.sor,druˈʐɪnɑ,,ˈʒɛna,,,,ˈʋɑimo,(ʔ)iˈʃa,ʂəˈd͡za,ˈɑkːɑ,,,,ˈʒɛ̀ːna,ˈɡwʁɛːk,bʲanˠ,,,kin,ˈdɔ.nə,,,,ˈfenno,,,,,a̠ne̞,,,,zawd͡ʒa,,ˈʐɔ.na,ˈɒsːoɲ,,,,,,ʐɨˈna,,ˈmanʒɛlka,,ˈɡɾua,ˈnɑi,,*skʲe.dman,,istri,,ˈnɑine,qɑˈtɯ̞n,,ˈspɔ.za,,,,ˈɑk,vrɑu̯,es.ˈpo.za,,esˈposa̝,ˈʐonka,vəː˧˨ʔ,,ɔχɔrdʒä,,ˈnɑːnɤ,ɡʱoɪ.ni,,,ˈeiːjɪn.kʰɔːna,esˈposa,waɪf,ˈnɑin,ɔsuri,,pʰa˦˥.ri˦˥.jaː˧
foot,,troːɨ̯d,stəˈpalo,ka:lə,pɐ́d̪,pa:dam,fuːt,ˈpʰa.zí,joeṅ,pa:dami,aḍi,,ˈnɔɦa,tʼɛrpʰi,a̠ɕi,,aɖi,t͡ɕʰè/,pje,lägæäm,,ko:l,,peːs,,úːɲaːwo,,kʰeɖ,anga:lə,pɔːj,ˈjɑlkɑ,ˈʁɛɡɛl,,ˈjɑlkɑ,ɑˈjɑk,ka:lə,ka:lə,stɔˈpàːlɔ,,kɔsˠ,,kaki,vɔtkʰ,ˈpɛw,,ˈpoði,kʰas,pɛ,tin˨˦,ˈpiː,aɖugu,fuːs,pa̠ɭ,pɒː,,,ra.d͡ʒi.la,,ˈstɔ.pa,ˈlaːb,nat,tapaɖ,,aṭi,ka:l,nɐˈɡa,tūk,ˈnoɦa,ɑˈjɑχ,kəm.bə,ˈlɑbɑː,fuːt,,aɖugu,,fʊs,ˈjɑlg,,ˈfɔuːtʊɹ,ˈpjɛde,pɛːɾ,ɾaɖadu,,ˈjoug,vut,ˈpɛ,anga:l,ˈpɛ,naˈɣa,ʔɓaːn˨˩ t͡ɕən˧˧,piˈt͡ʃjor,tʼäbu,foːd,ˈjɑlk,,,fou̯s,,pje,fʊt,ˈʝɑlkɑ,närtʃäkʼutʃχi,dʒeʈʈa,tʰaːw˦˥
liver,,ˈavɨ̞,ˈtʃɛrɛn drɔp,tombe,jɐ́.kr̩t̪,taɖing,,t͡ʃíˈw⁽ᵝ⁾i.ⁿdi,t̥ʰloem,,hīri,,ˈpɛtʃɛɲ,ʁvidzli,kã̠nd͡zo̞ː,,i:ɾaɭ,ʔəθɛ́,fwa,qʼwiʒɛ,aknas,kuɖa:l,tap˦˥,ˈje.kur,,ísiɓîːndi,ˈd͡ʒiɡɛr,umbalkʰo,,dʒiɡær,ˈmɑksɑ,,,ˈmɑksɑ,kaɾadʒiːeɾ,tədlə,mannə,ˈjèːtra,ˈɑːvy,eː,,hati,ljɑɾtʰ,ˈfe.d͡ʒə,,,,,tap˥,,ka:lejamu,ˈleːbɐ,ka̠nd͡ʑa̠ŋ,dʒeɡæɾ,eːn,iɮəɡ,kab.ba.da,,vɔnˈtrɔ.ba,ˈmaːj,dʒagaɾ,i:ru,,īral,taɾki,ˈpʲet͡ɕɪnʲ,taruṅg,ˈjaːtra,,,ˈmɑksɑː,ˈleːʋɛr,,ka:dʒam,ha.ti,,ˈmɑks,bɑˈwɯ̞r,ˈliːvʊɹ,ˈfeɡato,,tʃedɾo,,ˈmɑks,ˈleːvər,ˈfi.ɡɐ.du,tombe,,ˈpʲet͡ʂanʲ,ɣaːn˧˧,,dʒigɛri,leːvər,ˈmɑsːsː,,,ˈliəvɐ,ˈlɪːvʏr,ˈiɡado,lɪvə(ɹ),ˈmɑksɑ,tʃχɔntʃχi,kaleja,tap̚˨˩
swim,,ˈnɔvjɔ,,maɳa,,tukud,,,hael,,i:dʒo,ˈvuo̯ɟɟah(t),ˈpɫaːvac,tsurvä,ɡ,,neentə,jèkú,na.ʒe,likʰni,pɛ̄ldɛ̂ːt,ni:tʃal,,ˈna.toː,,,,o:gna,ni:ndə,,ˈuidɑ,,lɑmbəl,ˈuijɑ,,ni:nɖʒu,mi:ndaɾa,ˈplaːʋati,,sˠn̪ˠɑːvˠ,,,lɔˈʁɑl,nəˈda,,,,,,,i:du,ˈʃvɪmən,sʰujʌ̹ŋɦa̠da̠,,,seɮəx,,ˈpɫɒʊ̯ˑkʲtʲɪ,ˈpwɨ.vat͡ɕ,ˈuːsik,beʂoling,ni:tʃal,,neentuga,pohem,ˈplavətʲ,tūk,ˈplavat,,nɔˈtɔj,ˈvʊigɨ,²sʏmjɑ,,i:ta,,,ˈujumɑ,,,nwoˈtare,,ho:gpo,,ˈujudɑ,ˈzʋɛ.mə(n),nɐˈðaɾ,mi:ɾodu,,,ʔɓəːj˧˧,,ɔntʃviru,svœmə,ˈoitmɑ,,ˈsvɪm.mə,ˈʃwɑmən,ˈsɪnta,naˈdaɾ,swɪm,ˈuʝuɑ,ntʃuruä,po:nim,waːj˥˩.naːm˦˥
two,iˈkːi,daɨ̯,,iɾandə,,iɾuɖu,tvoː,,bīr,rinɖa,jeɾaɖu,ˈku̯okːte,ˈdva.ja,ɔri,ɲ̟i,,ɾenɖə,n̥ɪʔ,dø,jɔri,,e:ɖə,sɔːŋ˩˧,ˈdu.o,ˈdʋɑ,,,i:rəb,eɾaɖə,,ˈkɑksi,,dwa,ˈkɑksi,iki,əddu,ɾaɖɖu,ˈdʋáː,,d̪ˠoː,,duə,jɛɾˈku,ˈdos,da.laˈwa,ˈðiˌo̞,,,ŋei˧,,ɾeɳɖu,t͡svaɪ̯,tuːɭ,duː,d̪eː,xɔjər,(ʔi)θnaːn,,dva,ˈkɛtːøː,iɾat,eɖu,tvɪə̯,ɾendə,ɾeɳɖu,dva,ir(ḍu),dva,iki,dy,ˈkɑkʃ,,*gȵis,ɾeɳɖ,,tsvɛj,ˈkɑks,iˈkɪ̞,,ˈdu.e,,pa:nɖa,,ˈkɑks,tʋeː,ˈdojʃ,daɳɖə,,dva,haːj˧˧,doj,ʒur,toː,ˈkːɑtːsː,dui,,t͡sweː,tʰveiːr,dos,tuː,ˈkɑhsi,ʒiri,duɖə,sɔːŋ˩˩˦
dry,,sɨːχ,,unaku,ɕúʂ.kɐ,tukud,,,s̥ṅuat,,battida,,ˈsuxiː,mʃräli,ka̠ɰᵝa̠kɯ̟ᵝ,,ularnta,t͡ɕʰaʊʔ,sɛk,pʰikʼwi,sàws,oɳikisi,,ˈsik.kus,,,,kʰajka,oɳikiladə,,ˈkuiʋɑ,,,ˈkuivɑ,,ajngənu ipədə,nunguduna,ˈsúːx,ˈsɛːχ,ˈtʲɪɾʲəmʲ,suːkʰa,,t͡ʃʰoɾ,əˈʃut,,,ˈtʃʰiɾəm,,ɣeːŋ˦˨,,eɳɖu,ˈtʁɔkən,ma̠ɾɯda̠,xoʃk,,,d͡ʒaːff,,ˈsu.xɨ,ˈsaːrɒz,ba:ɾun,kanʈiko,,varaṇṭa,ʋaʈʈa,sʊˈxoj,tūk,ˈsuxiː,,,ˈkuːjɑ,,*skam.po,aɾta:d,,,ˈkuiʋ,qʊ̞ˈrʊ̞,,ˈsekko,suː.kʰɑː,a:ika:,,ˈkuiv,droːx,ˈse.ku,oɳangina,,suˈxʲi,xo˧˧,usˈkat,χɔmulä,tœːr,ˈkːuiv,xu.kan,,ˈdʀeχen,θʏrː,ˈseko,dɹaɪ,ˈkuivɑ,skʰiru,a:tiɾ,hɛːŋ˥˩
vomit,,,,,,,,,k̥ʾuat,,,,,rtsʼqʼɛvä,,,,ʔàɴ,vɔ.miʁ,litʼχunɛ,,,,ˈwo.moː,,,ˈpɔvraca,,,,ˈoksentɑː,,,ˈoksenduɑ,,,,,,ˈaʃɪɟ,,muntah,,vo.miˈta,,,,,,,,ˌyːbɐˈɡeːbən,ke̞uda̠,,,,ta.qaj.ja.ʔa,,vɨ.mʲɔˈtɔ.vat͡ɕ,ˈhaːɲ,,,,,,blʲɪˈvatʲ,,,ɡusˈmɑχ,,ˈoksnɨ,,,,,,ˈoksendɑmɑ,,,vomiˈtare,,,,ˈoksetɑ,,vu.mi.ˈtaɾ,,,,non˧˧,,ɔntʰχɔru,,ˈosːsːɤntɑmɑ,bɔ.mi kɔ.ɹa,,ˈkɑtsən,ˈaiːla,,ˈvɒmɪt,ˈɤhsɤnɤɑ,rtsʼqʼiälä,,ʔaː˧.t͡ɕia̯n˧
there,,ˈəna,,,,,dɛːr,,,,,ˈtoppe,ˈtam,ikʰ,,,,hòm̥à,la,ɛtʃɛtʃu,tùɾ,,nan˥˦,ˈi.bi,ˈtɑm,,ˈtamu,,,,ˈtuolːɑ,,ˈhalta,ˈsielæ,,,,ˈtám,,ənʲˈʃɪnʲ,,,ɑjnˈtɛʁ,əˈʎa,,e̞ˈci,,,,,,dɔrt,kʌ̹ɡi,ɒːnˈdʒɒː,,,hu.naː.ka,,tam,ˈotː,,,dɑːr,,,tam,,tam,,,ˈsæːl,,,,,,ˈseɑl,unˈdɑ,,,,,ɛːmː,ˈsigæ,daːr,ɐ.ˈi,,,,,aˈko.lo,ɛkʰ,dar,ˈsːæːl,tat,,do,ˈθartna,aˈʎi,ðɛə(ɹ),ˈsiːnæ,tʰɛkʰ,,tʰiː˥˩.nan˥˩
bone,,,kɔst,mu:ɭe,ɐ́s̪.t̪ʰi,tukud,ˈbeːn,ˈfú.pa,c̥ʰʾẏṅ,,jelubu,ˈtaːkːtiː,ˈkɔsc,dzväli,pone,,elumbə,ʔəjó,ɔs,dʒidʒw,,elf,,oːs,,îːtʰâːmbo,,kʰotʃol,ilə,ustuxɔːn,ˈluː,ˈʕɛsˀɛm,,ˈluː,ceˈmic,jaləʋə,ellə,ˈkóːst,ˈas.kɔrn,knɑːvʲ,,tulaŋ,vɔsˈkɔɾ,ˈɔs,,o̞ˈsto̞,,ˈɔs,,,jemuka,ˈknɔχn,,ostoxɒn,kreːw,,ʕaðˁm,ˈkä̂ˑʊ̯ɫɐs̪,kɔɕt͡ɕ,ˈt͡ʃont,aɖɖə,jeluʋə,,ellə,bokka,kosʲtʲ,būla,kost,syˈmyk,,ˈluː,bæɪn,,bu:la:,,,ˈluː,hʏ̞.ˈjæk,bain,ˈɔsso,ɦəɖ.ɖiː,o:tʃuldi:,ˈaˁːdmɐ,ˈlu,beːn,ˈo.su,mu:ɭe,ˈɔso̝,kosʲt͡sʲ,sɨəŋ˧˧,os,qʼvili,knɔɡlə,ˈluː,,,ʃɑŋk,ˈpeiːn,ˈweso,boʊn,ˈluː,dzväli,bokka,kra˨˩.duːk̚˨˩
spit,,,,,,,,,,,,,ˈpʎuc,pʰurtʰχɛbä,t͡sɨᵝba̠,,,tʰwé,kʁa.ʃe,litʼbənɛ,spʎāwt,,,ˈspu.oː,,,ˈpɫuka,,,,ˈsylkeæ,,,ˈsylgie,,,,,,,,ludah,tʰəˈkʰɛl,,,ˈfti.nɔ,,,,,,ˈʃpʊkŋ̩,,,,,ba.sˁa.qa,,plut͡ɕ,ˈkøp,,,,,,plʲɪˈvatʲ,,ˈplɪvnou̯t,,,ˈsiʎgɨ,,,,,,ˈsylitɑmɑ,,,spuˈtare,t̪ʰuːk.nɑː,,,ˈsylʲktɑ,,kuʃ.ˈpiɾ,,kusˈpiɾ,,ɲo˧˩,,ntʃʼkʼväläpʰä,spøtɘ,ˈsːylkæmæ,tʰu pɛ.lʊa,,,ˈr̥aiːca,eskuˈpiɾ,spɪt,ˈsylːetæ,pʰurtʼinuä,,
three,yt͡ʃ,triː,,,t̪ɽí,,treː,,pī,,,ˈkolːpma,ˈtri,sämi,*/sam,,,θóʊɴ,tʁwɑ,sɛmi,trîːs,,saːm˩˧,treːs,trɪ,,,,,,ˈkolme,,d̪re,ˈkolme,,,,ˈtríːjɛ,,tʲɾʲiː,,tiɡə,jɛˈɾɛkʰ,ˈtɾəs,tatˈlɔ,ˈtri.a,,tres,θaːm˨˦,,,dʁaɪ̯,sʰe̞ːt̚,,t̪riː,ɢʊrəw,θa.laː.θa,,tʂɨ,ˈhaːrom,,,,,,trʲi,,tr̝ɪ,ʏtʃ,tɾɛ,ˈkuolm,,*ksum,,ti.ɡa,dʁaj,ˈkolm,ʏ̞s,trʊdʒɪr,tre,t̪in,,,ˈkuːme,dri,ˈtɾeʃ,,,,ʔɓaː˧˧,trej,sum,,ˈkːolm,tini,,dʀæi̯,θriːr,tɾes,θɹiː,ˈkɤlmɤd,sumi,,saːm˩˩˦
husband,,ɡuːr,ˈmɤʃ,,,,ˈmɑːˌkɛ,,p̥ṭī,,,ˈpoɑ̯dːɲiː,,kʰmäri,o̞t̚to̞,sami,,lɪ̀ɴ,ma.ʁi,tʃʼæʃ,vīːɾs,,pʰua˩˨,maˈriː.tus,t͡ʃɔlɔˈu̯ʲik,uḿ̩jeːni,maʃ,,,,ˈmies,,,ˈmies,kɔˈd͡ʒɑ,,,ˈmóːʃ,ˈɡwaː,fʲaɾˠ,,suami,ɑmuˈsin,məˈɾit,,,,,po˧,,,,na̠mpʰjʌ̹n,ʃoʊˈhæɾ,,,zawd͡ʒ,ˈʋʲiːrɐs,mɔŋʂ,ˈfeːrʝ,,,,,,muʂ,,ˈmanʒɛl,æɾ,bur,ˈmiːe̞z,,,,,,ˈmeːs,irĕ,ˈmɛaːvʊɹ,maˈri.to,,,ˈraːdʒɛl,ˈmezʲ,mɑn,ma.ˈɾi.du,,,muʂ,t͡ɕəwŋ͡m˨˩,sots,kʰɔmɔli,mæn,ˈmiːsː,ɡi.ɹi,,mɑn,ˈeiːjɪn.maːðʏr,maˈɾido,ˈhʌzbənd,ˈmeːz,kʰɔmɔndʒi,,saː˩˩˦.miː˧
kill,,ɬaːð,oˈbivəm,kollə,ɦɐ́n̪.t̪i,tukud,ˈdøːda,,sm̥lāp´,,kollu,ˈkodːdiːh(t),ˈzabic,kʼvlä,ko̞ɾo̞sɨᵝ,,kollə,θaʔ,ty.e,lidgæri,nâːvɛ̂ːt,keɖukisti,kʰaː˨˩,ˈok.ki.doː,,,ˈubiva,eɖabna,koppə,kuʃtæn,ˈtɑpːɑː,,,ˈtɑpːuɑ,,kenga:ɭ,keɾijaɾa,uˈbìːti,,ˈmˠaɾˠə,marna,məmbunoh,spɑˈnɛl,məˈta,,skoˈtono,maɾav,,,,tʃampu,ˈtøːtən,t͡ɕuɡida̠,kʰoʃˈt̪ʰæn,,,qa.ta.la,,zaˈbʲi.jat͡ɕ,ˈøl,kasfing,ta:ʋiɾ,,kolluga,haʋka,ʊbʲɪˈvatʲ,tūk,ˈzabiːt,œldyrˈmæk,,ˈt̪ɑpːɨ,,*ksot,aʋaka:,məmbunʊh,ˈtɛjtn̩,ˈtɑpmɑ,,,utˈt͡ʃi.de.re,mɑːɾ‿ɖɑːl.nɑː,badʒpo,ˈʔaːtɛl,ˈriktɑ,ˈdoːdə(n),ma.ˈta(ʁ),kollə,,,ziət̚˧˦,omoˈrɨ,ɔqʼvilu,,ˈtːɑpːmɑ,,,,ˈtrɛːpa,maˈtaɾ,kɪl,ˈtɑpːɑː,ʔviluä,alangʈa:n,kʰaː˥˩
tree,,ˈkɔɨ̯dɛn,dərˈvɔ,maɾa,,tukud,,mˈté.ᵑɡo,ṭoemjʰoe,paʈa,mara,ˈmuo̯rra,strɔm,χɛ,kɨ,ɡɑs,maɾam,θɪʔpɪ̀ɴ,aʁbʁ,mɛgɛm,kùoks,me:n,ton˥˧ mai˥˧,ˈar.bor,,úmuːtʰí,,mann,moɾa,,ˈpuː,et͡s,ˈwəna,ˈpuː,a.át͡ʃ,meɾi,maɾa,drɛˈʋóː,ɡwe,kɾˠaun̪ˠ,,pokokʔ,t͡sɑr,ˈa.bɾə,,ˈðe̞n.dro̞,,,fai˦˨,,tʃeʈʈu,baʊ̯m,na̠mu,deˈɾæxtʰ,ˈbilʲə,,,ˈmʲæːdʲɪs,ˈdʐɛ.vɔ,ˈfɒ,dɾahkʰt,maɾam,bʊəm,maɾam,maɾa,ˈdʲerʲɪvə,meri,strom,ɑˈɣɑd͡ʒ,,ˈpuː,,*ɕiŋ,ma:ɾa,po.hon,bɔjm,ˈpuː,ɑˈʁɑs,tɹɛaː,ˈal.be.ro,,bʰumi,ˈsɪdʒrɐ,ˈpu,boːm,ˈaɾ.vu.ɾɨ,maɾa,,ˈdreva,kəj˧˧,ˈarbore,ndʒä,trɛː,ˈpːuː,ɡɔs,bɪə̯m,baːm,tʰrjɛː,ˈarbol,tɹiː,ˈpuː,dʒä,ma:k,ton˥˩.maːj˦˥
with,,a,sɤ,,,,meː(d),,,,,,s,tʰän,to̞,ˈʃɔŋɡe,,n̥ɪ̰ɴ,a.vɛk,tsäχæn,,,,kum,z,,,,,bɔː,ˈkɑnsːɑ,am,,ˈkerɑlː,dolajɯˈsijla,,,s,,lʲɛ,,də.ŋan,hɛt,əmb,,me̞,,,,,,mɪt,wa̠,bɒː,,,ma.ʕa,sʊ,s,vɒl,,,,,,s,,s,iˈlæ,mɛ,ˈiːɲɨz,meː,,,də.ŋan,,ˈkoːs,,viː,kon,sɑːt̪ʰ,,,ˈyhtes,mɛt,kõ,,ko̝ŋ,,vəːj˧˦,ku,kʼälä,mɛd,ˈytːen,xoɪ.tɛ,,mɑt,,kon,wɪð,ˈkɑːsɑ,tsʼkʼɛlä,,kap̚˨˩
skin,,kroːɨ̯n,ˈkɔʒə,to:lu,,tal,hʉːd,ˈkʰu.ᵑɡú,s̥paek,,togalu,ˈlijːkiː,ˈkɔʒa,kʼäni,,,to:lə,ʔəjè,po,kʼæn,âːda,tu:ɾs,,ˈku.tis,,isíkʰuːmba,,tʃapʈa,to:lə,pɵːst,ˈiho,ɔʁ,,ˈnɑhkɑ,,to:lə,tʃeɾma,ˈkòːʒa,ˈkʁoːχɛn,ˈkɾˠacən̪ˠ,t̪ʋətʃaː,kulet,mɑʃk,ˈpeʎ,ba.ˈlat,ˈðɛɾma,,pɛl,naŋ˨˦,ˈt͡ʃɛɾm,to:lu,haʊt,sʰa̠ɭɡa̠t̚,poːst,ˈkraːɣən,arʲs,d͡ʒild,ˈôːd̪ɐ,ˈsku.ra,ˈbøːr,sil,to:lu,,toli,to:l,ˈkoʐə,tōl,ˈkuːʒɛ,dæˈri,ləkuɹə,ˈnoːgɨ,,,to:l,,heɪt,ˈnɑhk,tʲi.ˈrɪ̞,,ˈpɛlle,t̪ʋə.t͡ʃɑː,tʃa:na,ˈdʒɪldɐ,ˈnɑhk,ɦœy̯t,ˈpɛ.lɨ,to:lə,,ˈskura,zaː˧˧,ˈpjele,tʼkʼɛbi,,ˈnɑhkː,sal,,hæu̯t,huːð,,skɪn,ˈiho,tʼqʼɛbi,to:l,pʰiw˩˩˦.naŋ˩˩˦
belly,,,koˈrɛm,baiɾu,,pudug,²mɑːɡɛ,ˈmí.ᵐba,k̥rbḥ,banɖi,hoṭṭe,,ˈbruxɔ,mutsɛli,wi,,vayiṟu,baɪʔ,vɑ̃tʁ,qʰæd,,piɾ,,abˈdoː.men,,isíːsu,mɛf,ku:l,oʈʈe,ʃikæm,ˈmɑhɑ,,nas,ˈvɑtʃːɑ,,poʈʈi,bandʒi,ˈtrèːbux,ˈkofː,ˈbˠɔlˠəɡ,,pərot,pʰɔɾ,ˈbuk,,,,,,,poʈʈa,baʊ̯x,pe̞,ʃeˈkʲæm,,,ba.tˁa.na,,bʐux,ˈhɒʃ,peɖʰ,naɖpe:ʈgu,,ʋajaɾə,pi:ɾ,ʐɨˈvot,poṭṭa,ˈbr̝ɪxo,,,ˈmɑg,,,ɖokka,,bɔɪχ,ˈkɤht,,,ˈpan.t͡ʃa,peːʈ,puɖa:,zɐʔ,ˈvɑts,bœy̯k,bɐ.ˈʁi.ɡɐ,poʈʈe,banˈduʎo̝,,ʔɓʊwŋ͡m˧˨ʔ,,kʰɔrbä,,ˈkːɤtːtː,pɛt,,,ˈmaːjɪ,bäˈriɣä,bɛli,ˈvɑtsːɑ,kʰɔrä,ʈeʈʈe,tʰɔːŋ˦˥
tooth,t͡ʃiʃ,dant,zɤp,pallu,d̪ɐ́n̪.t̪ɐ,pa:lkill,ˈtand,ˈd͡zí.no,d̥ʰmeñ,palu,hallu,,ˈzup,kʼbili,ha̠,d̪ɑt̪,pallə,θwá,dɑ̃,ʃdikʰ,zùops,paɾse,kʰɛːw˨˩,dens,,îːzîːɲo,,pall,hallə,dændɔːn,ˈhɑmːɑs,,ɣɑʂ,ˈhɑmːɑs,diʃ,pallə,ku:li,ˈzóːp,,ˈfʲiəkəlʲ,d̪ãt̪,ɡiɡi,ɑˈtɑm,ˈdent,,ˈðɔndi,,,heːu˥,,pannu,t͡saːn,i,dændɒːn,,ʃud,san.na,,zɔmp,ˈfoɡ,danda:n,pal,,pallə,pal,zup,pel,zup,diʃ,,ˈɑːmbɑz,tɑnː,*so,palk,ɡi.ɡi,tsɔn,ˈhɑmːɑs,tɪ̞ʃ,tʰɔnː,ˈdɛnte,d̪ɑ̃ːt̪,pa:ldu,ˈsɪnːɐ,ˈhɑmbɑz,tɑnt,ˈdẽ.tɨ,pallə,,,zaŋ˧˧,ˈdinte,kʼibiri,tan,ˈhɑmːɑsː,dãt,,,tʰœnː,ˈdjente,tuːθ,ˈɑmːɑz,kʼibiri,palku,fan˧
cut,,ˈtɔrɪ,,,,,ˈɧæːˌra,,kāt´,,,,ˈrɛzac,tʃʼrä,kʲiɾɯ̟ᵝ,kɑʈɑ,,kaɪʔ,ku.pe,likʰtʃɛ,ɡrīɛ̄st,,,ˈin.se.koː,,,,,,,ˈleikɑtɑ,,,ˈleikɑtɑ,cesmec,,,rézati,,ɟaːɾˠ,,,kətˈɾɛl,təˈʎa,,,kʲaːrˠ,,,,,,k͈ɯntʰa̠,boɾiːˈdæn,,,,,t͡ɕɔɲt͡ɕ,ˈvaːɡ,,,,,,ˈrʲezətʲ,,ˈr̝ɛzat,kæsˈmæk,,ˈiːe̞d̪ɨ,,,,,,ˈlɤikɑmɑ,,,taʎˈʎare,kɑːʈ.nɑː,,,ˈtʃɑptɑ,ˈsnɛi̯də(n),kuɾˈtaɾ,,,,kat̚˧˦,,ɔtʃʼkʼiru,skɛːrə,ˈlɤikːɑmɑ,kɔ.ta,,,ˈscɛːra,,kʌt,ˈlɤikɑtɑ,tʃʼkʼiruä,,tat̚˨˩
new,,ˈnɛu̯ɨ̞ð,nɔf,pudijai,n̪ɐ.ʋɐ,nia,ny,,t̥ʰmī,puni,hosadu,ˈoðas,ˈnɔviː,äχäli,arataɕiki,nɔt̪un,pudusə,θɪʔ,nu.vo,mäχɛ,jaûns,pudu:n,mai˧˧,ˈno.wus,,,,pu:na,ostə,,ˈuːsi,χaˈdaʃ,ˈnəwai,ˈuːsi,,pəjjmən,posatta,ˈnɔ́w,ˈne.ve,n̪ˠuə,n̪əjaː,baru,nɔɾ,ˈnɔw,,ˈne̞o̞s,uːɾ,,mo˧˥,ˈnuː,kotta,nɔʏ̯,sʰe̞ɾo̞p̚t͈a̠,,,ʃin,d͡ʒa.diːd,,ˈnɔ.vɨ,ˈuːj,pu:skun,pudijadə,,pudija,puna,ˈnovɨj,pun,ˈnoviː,jeˈni,ɾi,ˈuːʒ,,*ksar.pa,kottad,,,ˈuːs,jɑ.ˈŋɯ̞,nʊt͡ʃːʊɹ,ˈnwɔ.vo,nə.jɑː,pu:na,dʒdiːt,ˈuzʲ,niu̯,ˈno.vu,pudija,ˈnɔ.βʊ,,məːj˧˦,now,äʁäni,nyː,ˈvɑhtːsːɤnɤ,,nɛi̯,nɑɪ̯,niːr,ˈnwebo,njuː,ˈuːsi,äχäli,kota,maj˨˩
