word,krl,sk,yi,lo,et,kru,ba,kff,lt,tg,pci,liv,bg,vep,el,ja,tr,za,nl,ta,cy,xub,lv,te,as,fy,hy,be,se,xmf,uk,oc,pl,sva,tcy,kxv,tl,tcx,fi,gd,en,id,la,hu,mk,zu,fr,sl,brh,lb,vot,he,kfe,sv,vro,pt,de,kfa,hi,ar,mn,kn,gl,br,kfb,th,af,my,bn,ml,ru,km,mt,ms,ku,fo,ca,yea,lzz,bfq,is,mjt,ug,ko,fa,ny,es,gv,ps,nn,cs,az,sa,ur,da,it,bo,gon,vi,ga,ro,ka,sq,gdb
fight,ˈtoruɑ,ˈbɔjɔvac,,tɔː˧˧ suː˨˩,ˈʋɤitlemɑ,,,,,,,ˈt̪ɑplɨ,,ˈtorɑtɑ,,,,,ˈstrɛi̯də(n),,,,,,zũza,,kərˈvɛl,,,tʃχupʼi,,,ˈval.t͡ʂɨt͡ɕ,litsuäl,,,a.ˈwaj.in,,ˈtɑpelːɑ,,faɪt,,ˈpuɡ.noː,ˈhɒrt͡sol,,,batʁ,,,,ˈtɑpːɤɑ,,,,ˈtːɑpːlɤmɑ,lu.ˈtaɾ,kɛm(p)fən,,ləɽ.nɑː,qaː.ta.la,,,,,,suː˥˩,,jàɴpʰjɪʔ,,,ˈdrat͡sːə,vāytp´,,,,,ʎujˈta,,ɔkʼɔkʼidinu,,,,,ta̠tʰuda̠,,,peleˈaɾ,,,,ˈbojovat,,,,,lɔt.ˈta.re,,,t͡ɕiən˧˦ ʔɗəw˧˦,t̪ˠɾˠɪdʲ,,tʃχubi,,
father,ˈtuɑto,ˈɔcɛt͡s,ˈfɔtəʁ,pʰɔː˦,ˈisɑ,,ɑˈtɑj,,ˈtʲeːvɐs,,,ˈizɑː,bɐˈʃta,ˈtɑt,paˈteras,ototosama,bɑˈbɑ,,ˈvaː.dər,,taːd,,tǣːws,,dɛʊ.ta,hai̯t,hɑjɾ,ˈbat͡sʲka,ˈaːhːt͡ʃiː,mumä,ˈbɑtʲkɔ,ˈpajɾe,ˈɔj.t͡ɕɛt͡s,mu,,,,,ˈisæ,ˈahəɾʲ,ˈfɑː.ðə(ɹ),bapa,ˈpa.ter,ˈɒpɒ,,úɓaːɓá,pɛʁ,ˈɔ̀ːtʃɛ,,pɑp,ˈisæ,(ʔ)av,,,ˈesːæ,paj,ˈfaːtɐ,,pɪ.t̪ɑː,ʔab,,,,ˈtɑːt,,pʰɔː˥˩,fɑːdər,ʔəpʰè,abba,,ɐˈtʲet͡s,ýubuk,,bapə,,ˈfɛaːjɪɹ,ˈpa.ɾə,,bäbä,,ˈfaːðɪr,,dɑdɑ,a̠bʌ̹d͡ʑi,pʰeˈd̪æɾ,ˈɓa.ᵐbo,ˈpadɾe,ˈeːar,,,ˈotɛt͡s,ɑˈtɑ,pi.t̪ŕ̩,pət̪ɑː,,ˈpa.dre,,,ʔɓaː˧˧,ˈahəɾʲ,ˈta.tə,mämä,baba,
flower,ˈkukːɑ,ˈkvɛt,blʊm,dɔːk˨˩ mai˥˦,ˈlilː,,sæsˈkæ,,,ɡul,,ˈputʲkɨz,t͡svʲat,ˈænik,ˈanθɔs,pana,tʃɪˈtʃɛc,,blum,,ˈblɔdɨ̞n,,,,pʰul,blom,t͡sɑˈʁik,,ˈraːssiː,pʼɛuli,ˈkʋʲitkɐ,,kfʲat,muʁwæ,,,,,ˈkukːɑ,,ˈflaʊ.ə,,floːs,ˈviraːɡ,,ímbaːli,flœʁ,ˈtsʋéːt,,blum,ˈkukːɑ,,,blʊ.ma,ˈhæitsːeʔ,ˈfloʁ,ˈblyːtə,,pʰuːl,zah.ra,,,,blœ̃w,,dɔːk̚˨˩,,páɴ,pʰul,,t͡svʲɪˈtok,p̥ʰkā,ˈfjuːrɐ,buŋə,,ˈblɔuma,ˈflɔ,,pʰukʰiri,,plouːm,,ɡyl,k͈o̞t̚,ɡʊl,ˈɗu.(w)a,ˈfloɾ,,ɡwəl,bluːm,ˈkvjɛt,t͡ʃiˈt͡ʃæk,púʂ.pɐ,pʰul,,,*me.tok,,hwaː˧˧,bˠl̪ˠɑː,flo̯are,qʼvävili,ˈlulɛ,
cold,ˈkylmæ,,,,ˈkylm,ki:ɾna,hɯ̞.ˈwɯ̞q,salla:,ˈʃaltɐs,,pañil,ˈkiːlmɑ,stuˈdɛn,ˈkɑuged,,t͡sɨᵝme̞ta̠i,soˈɰuk,,kɑu̯t,kuɭiɾtʃi,oːɨ̯r,səjlijə,āūksts,tʃalla,,,ˈsɑrə,xaˈɫodnɨ,,ʔini,xɔˈlɔdnei̯,,ˈʑim.nɨ,mətsχi,tʃappa,,laˈmiɡ,koɾti,ˈkylmæ,fuəɾ,kəʊld,,ˈal.ɡi.dus,ˈhidɛɡ,,,fʁwɑ,,jakʰ,kaːl,ˈtʃylmæ,,koɾʋə,kal,ˈkːylm,ˈfɾi.u,kalt,talindʒadə,ʈʰən.ɖɑː,baː.rid,,taɳɳige,ˈfɾiʊ,,pani,jen˧,kœut,ʔé,,taɳuppə,xɐˈlodnɨj,rṅā,ˈkɪːsɐħ,səd͡ʒoʔ,,,ˈfɾət,taɳidʒe,qʼini,koɾuʋə,ˈkʰaltʏr,panija:,,t͡ɕʰa̠n,sæɾd,,ˈfɾio,,soɻ,,ˈstudɛniː,soˈjuχ,,,kɔl,ˈfreddo,*ɡraŋ.mo,sallag,lajŋ̟˧˨ʔ,fˠuəɾˠ,ˈret͡ʃe,tsivi,,tukud
white,ˈvɑlgei,ˈbi̯ɛli,vajs,,ˈʋɑlge,paɳɖɾu,ɑq,telup,ˈbaːltɐs,,vil,ˈvɑːld̪ɑ,bʲal,ˈvɑuged,ˈaspro̞s,⟨siro1si⟩,ɑk,haːu˨˦,ʋɪt,veɭɭə,ɡwɨ̞n,bəɭɭu,bālts,vella,bɔ.ɡa,vit,əspiˈtɑk,ˈbʲeɫɨ,ˈvie̯lːkah(t),tʃɛ,ˈbʲilei̯,,ˈbʲa.wɨ,tʰɛtʰnɛ,boldu,pandi,ˈpúˈtɪ,pelti,ˈʋɑlkoinen,kʲaɫ̪,waɪt,,ˈal.bus,ˈfɛɦeːr,,m̩ɬôːpʰe,blɑ̃,ˈbéːw,pi:un,væːɪ̯s,ˈvɑlkeɑ,,ʋellə,,ˈvɑlkɤ,ˈbɾɐ̃.ku,vaɪs,boltadə,səfed̪,ʔab.jadˁ,t͡sʰaɢaŋ,biɭi,ˈbɾaŋkʊ,,telluɖi,kʰaːw˩˩˦,vət,pʰjù,ʃad̪a,ʋeɭuppə,ˈbʲelɨj,s,ˈɐbjɐt,puteh,ˈspiː,ˈkvʊiːjtʊɹ,ˈblaŋk,boltaji,χtʃɛ,ʋeɭɭe,ˈxʷiːtʏr,sada:,ɑq,çida̠,seˈfiːd̪,,ˈblanko,,spin,kʋiːt,ˈbiːliː,,ɕʋɐj.t̪ɐ́,,,ˈbjaŋko,*tkar.po,tellag,t͡ɕaŋ˧˦,bˠɑːn̪ˠ,alb,tʰɛtʰri,baːɾð,tukud
new,ˈuːsi,ˈnɔviː,,mai˧˧,ˈuːs,pu:na,jɑ.ˈŋɯ̞,kottad,,,pun,ˈuːʒ,nɔf,ˈuzʲ,ˈne̞o̞s,arataɕiki,,mo˧˥,niu̯,pudusə,ˈnɛu̯ɨ̞ð,pəjjmən,jaûns,kotta,,nɛi̯,nɔɾ,,ˈoðas,äχäli,,,ˈnɔ.vɨ,mäχɛ,posatta,puni,,pudu:n,ˈuːsi,uːɾ,njuː,,ˈno.wus,ˈuːj,,,nu.vo,ˈnɔ́w,pu:skun,nɑɪ̯,ˈuːsi,χaˈdaʃ,pudijadə,ny,ˈvɑhtːsːɤnɤ,ˈno.vu,nɔʏ̯,pudija,nə.jɑː,d͡ʒa.diːd,ʃin,hosadu,ˈnɔ.βʊ,ˈne.ve,kota,maj˨˩,,θɪʔ,nɔt̪un,pudija,ˈnovɨj,t̥ʰmī,dʒdiːt,baru,ˈnuː,nʊt͡ʃːʊɹ,ˈnɔw,pudijai,äʁäni,ostə,niːr,pu:na,,sʰe̞ɾo̞p̚t͈a̠,,,ˈnwebo,,ˈnəwai,,ˈnoviː,jeˈni,n̪ɐ.ʋɐ,n̪əjaː,nyː,ˈnwɔ.vo,*ksar.pa,puna,məːj˧˦,n̪ˠuə,now,äχäli,ɾi,nia
old,ˈvɑnhɑ,ˈstariː,,kau˧˧,ˈʋɑnɑ,,iθˈkɪ̞,,ˈsʲæːnɐs,,,ˈvɑnɑː,star,ˈvɑnh,,,,,ɑu̯t,,heːn,,,,pu.ɹɔ.na,ɔːt,hin,staˈrɨ,,dʒvɛʃi,,,ˈsta.rɨ,dʒwinɛl,,,ˈlu.maʔ,,ˈʋɑnhɑ,ʃɛn,ˈəʊld,la.ma,ˈwe.tus,ˈreːɡi,,,vjø,ˈstár,,,ˈvɑnhɑ,,,,ˈvɑnɑ,ˈvɛ.ʎu,alt,,pʊ.ɾɑː.nɑː,qa.diːm,,,,,,kaw˨˩,œu,háʊɴ,,,ˈstarɨj,cās´,ʔɐˈdiːm,,ˈkɛvn,kɛaːmal,ˈveʎ,,mdʒvɛʃi,,ˈkaːmatl,,,na̠k̚t͈a̠,ɢæd̪iːˈmiː,,anˈtiɡwo,,,²ɡɑːmɑl,ˈstariː,æsˈki,,,ɡaməl,ˈvɛk.kjo,*rȵiŋ.pa,,ku˦ˀ˥,ʃanˠ,vekʲ,dzvɛli,,
hunt,ˈmetʃːæstyæ,,,,ˈkytːimɑ,,,,mʲɛˈdʲʒʲotʲɪ,,,ˈjɑkt̪ɨ,,ˈmetsɑtɑ,,ka̠ɾɯ̟ᵝ,,,ˈjaːɣə(n),,,,,,si.kaɹ kɔ.ɹa,,vɔɾˈsɑl,palʲaˈvat͡sʲ,,nädiruä,,,pɔˈlɔ.vat͡ɕ,litʰχwær,,,,,ˈmetsæstæː,ˈʃaɫ̪ak,hʌnt,,ˈweː.nor,ˈvɒdaːsik,,,ʃa.se,lɔˈʋiːti,,ˈjo.en,ˈpyːtæː,,,ˈjɑːˌɡa,ˈjɑhtːmɑ,kɐ.ˈsaɾ,ˈjaːɡən,,,isˁ.tˁaː.da,,,,,,,,ʔəmɛ́laɪʔ,,,ɐˈxotʲɪt͡sə,prpāñ´,,,,,kəˈsa,,äbdʒɔbä,,ˈveiːða,,,sʰa̠ɲja̠ŋɦa̠da̠,,,kaˈθaɾ,,,,ˈlovɪt,,,,ˈjaːɡə,katˈtʃare,,,san˧˧ ʔɓan˧˦,ˈʃɛlʲɪɟ,,nädirɔbä,,
rotten,ˈlɑho,ˈɦɲiliː,,,ˈmædɑ,,sɪ̞ˈrɪ̞k,,,,,ˈmæːrgɑ,,ˈlɑho,ˈsapços,kɯ̟ᵝsa̠ɾɯ̟ᵝ,,,rɔt,,,,,,,,pʰəˈtɑt͡s,ɣnʲiˈɫɨ,,ʔɔrädili,,,ˈzɡɲi.wɨ,mɛkʰwrɛ,,,,,ˈmætæ,,ˈɹɑtn̩,,ˈpu.ter,ˈroɦɒtː,,,puʁi,ˈɡníːw,,,ˈlɑho,,,,ˈmætæ,ˈpo.ðɾɨ,faʊ̯l,,,faː.sid,,,ˈpoðɾe̝,,,naw˥˩,,poʊʔ,,,ɡnʲɪˈloj,,,,,,,,χtsäpʰɛri,,,,,s͈ʌ̹k̚t͈a̠,,,,,,,ˈzɦɲɪliː,,,,rɔdən,,,,mʊwk͡p̚˧˨ʔ,ˈl̪ˠɔfˠə,ˈpu.tred,dämpʼäli,,
small,ˈpieni,ˈmaliː,ˈkleɪn,,ˈʋæike,sanni,bæ.læˈkæj,tʃinnad,ˈmaːʒɐs,,cin,ˈpiʃki,ˈmalək,ˈpenʲ,miˈkro̞s,tipisasi,cyˈtʃyc,,klɛi̯n,ciṟiya,baːχ,kiɾi,,tʃinna,xɔ.ɹu,,ˈpʰɔkʰəɾ,maˈlʲenʲkʲi,,tʃʼitʃʼɛ,mɐˈlɛnʲkei̯,,ˈma.wɨ,χɔχrä,kiɲa,,,ke:ɾu:ɖə,ˈpieni,pek,smɔːl,kə.tʃil,ˈpar.wus,ˈkit͡ʃi,maɫ,,pə.ti,ˈmáːjxən,tʃunak,n,ˈpeːni,,guntə,ˈliːˌtɛn,ˈvæikːu,pɪ.ˈke.nʊ,klaɪ̯n,tʃeɾijadə,t͡ʃʰoː.ʈɑː,sˁa.ɣiːr,,tʃikkadu,peˈkeno̝,,sinna,lek̚˦˥,,θé,,tʃeɾija,ˈmalʲɪnʲkʲɪj,tūc,zaˁjr,,,,pəˈtit,tʃeɾija,tʃʼutʼä,kunnadə,smauːr,ɾikʋa:di,kiˈt͡ʃik,ˈt͡ɕa̠ːk̚t͈a̠,kʰuːtʃʰækʲ,,peˈkeɲo,,waˈɺ̢ukai,,ˈmaliː,kiˈt͡ʃik,,t͡ʃʰoː.ʈɑː,lilə,pikˈko.lo,*t͡ɕʰuŋ.t͡ɕʰuŋ,tʃinna,ɲɔ˧˩,bʲɔɡ,mik,pʼätʼärä,ˈvɔɡəl,kande:k
he,ˈhæi,ɔn,,kʰao˩˨,ˈtemɑ,,uɫ,,jɪs,ɵ,,ˈt̪æmɑː,t̪ɔj,ˈhæn,aˈftos,ka̠,o,te˨˦,ɦɛi̯,,eːv,,viɲʃ,,xi,hɛi̯,nɑ,jon,,tʰinä,ˈʋʲin,,ɔn,ɛdʒi,,,niˈja,,ˈhæn,ɛ,ˈhiː,dia,is,ˈøː,tɔj,jeːná,il,ˈɔ́n,,,ˈtæmæ,(h)u,,hanː,ˈtːimæ,ˈe.li,ʔeːɐ̯,,ʋəʱ,hu.wa,,,ˈel,,,kʰaw˩˩˦,,θù,ˈʃe,,on,gāt´,uː,diə,,,ˈeʎ,,ɛjä,,ˈhanː,,u,kɯ,ʔoː,ˈi.jé,el,,haɣə,,on,ɔ,,,han,ˈlui,,,ʔajŋ̟˧˧ ʔəj˧˦,ʃeː,,is,,
breathe,ˈhengitiæ,ˈdiːxac,,,ˈhingɑmɑ,,,,,,,ˈje̞ngɨ,,ˈhenktæ,a.naˈpne.o,ko̞kʲɨᵝː,,,ˈaːdəmə(n),,anˈadlɨ̞,,,,,,ʃənˈt͡ʃʰɛl,,,,,,ɔdˈdɨ.xat͡ɕ,liχwäntʼɛ,,,,,ˈhengitːæː,,bɹiːð,,ˈspiː.roː,ˈleːlɛɡzik,,,ʁɛs.pi.ʁe,,,ˈoːtmən,ˈentʃiæ,,,,ˈhenkæmæ,ʁɨʃ.pi.ˈɾaɾ,ˈaːtmən,,,ta.naf.fa.sa,amʲsɢəɮəx,,,,,haːj˩˩˦.t͡ɕaj˧,,ʃù,,,dɨˈʂatʲ,ṭkṭṅ̥hoem,,bə(r)nafas,,,rəs.piˈɾa,,ɔʃvänu,,ˈanta,,,sʰumʃʰɥida̠,,,,,,,ˈdiːxat,,,,ɔnə,respiˈrare,,,tʰəː˧˩,,,suntʰkʰvä,,
what,ˈmi,ˈt͡ʃɔ,vɔs,ɲaŋ˩˨,ˈmis,je:ndra,,ba:ta,,,nāto,ˈmis,kɐkˈvɔ,ˈmi,,na̠ɲ̟i,,,ʋɑt,enne,beːθ,ajindi,,ēmi,ki,,int͡ʃʰ,ʂto,,mu,ʃtʃɔ,,t͡sɔ,mæ,entʃina,ena,aˈno,inno,ˈmikæ,tʲeː,wɔt,,kʷid,ˈmi,,,kwa,ˈkàːj,antə,,ˈmikæ,,eta:nə,vɑː(d),ˈmiæ,u ˌki,vas,jentə,kjɑː,maː.ðaː,,je:nu,,ˈpe.tʁa,em,ʔa˨˩.raj˧,vat,bà,,endə,ʂto,ʾī,,apə,,kvɛaːʰt,ˈkə,entai,mu,e:nə,xʷaːð,indiɾdu,nemɛ,muʌ̹t̚,tʃʰe,t͡ʃiˈjá.ni,ˈke,,,kʋɑː,t͡so,næ,,kjaː,vad,,*ɡa.re,baʈʈal,zi˨˩,kad̪ˠ,t͡ʃe,rä,tʃfaɹ(ə),enna:ʈ
sleep,ˈmɑguɑ,ˈspac,,nɔːn˦˥,ˈmɑgɑmɑ,khandaɾna,,undʒaʈam,,xɔːbiˈdæn,maḍ,ˈmɑgːɨ,spʲɤ,ˈmɑgɑtɑ,ciˈmame,,,,ˈslaː.pə(n),uṟaṅku,ˈkəsɡɨ̞,aɾgu,ɡulɛ̂ːt,nidɾapoʋu,xʊa,,kʰəˈnɛl,,ˈoɑ̯ððiːh(t),luri,,,spat͡ɕ,uʒ,dʒippaɾa,,ma.ˈtu.loɡ,oɾkʰə,ˈnukːuɑ,,sliːp,ti.dur,ˈdor.mi.oː,ˈɒlsik,,,dɔʁ.miʁ,ˈspaːti,xatʃing,ˈʃloːfən,ˈmɑkɑː,,oɾəgə,soːva,ˈmɑkɑmɑ,duɾ.ˈmiɾ,ˈʃlaːfn̩,oɾa,soː.nɑː,naː.ma,,malagu,,,i:mangsati,nɔːn˧,,ʔeɪʔ,,uɾanguga,spatʲ,ṭek,ˈraːʔɐt,tido(r),,,duɾˈmi,oɾa,ndʒiri,oɾəgədə,ˈsɔːva,andaɾpo ko:ɖa,,t͡ɕa̠da̠,xɒːbiˈdæn,,dorˈmiɾ,,,,spaːt,jɑtˈmɑχ,s̪ʋɐ́.pi.t̪i,,,dorˈmire,,mi:ɳɖa,ŋu˧˩,ˈkɔd̪ˠɪlʲ,dorˈmi,dzili,,tukud
where,ˈkus,ˈɡɟɛ,vʊ,,ˈkus,,ˈqɑjðɑ,,kʊr,,,ˈkus,,ˈkus,,idu,nɛɾɛd̪ɛ,,ʋaːr,,,,kùɾ,,zot,,vɔɾˈtɛʁ,,,sɔ,ˈdɛ,ˈunt,ɡd͡ʑɛ,imɛg,,,,,ˈmisːæ,,ʍɛə(ɹ),,ˈu.bi,ˈɒɦol,ˈkadɛ,,u,ˈkjèː,,,ˈkuzɑ,ejˈfo,,dɛːr,ˈkːon,ˈõ.d͡ʒi,voː,,,,,,ˈonde̝,,,tʰiː˥˩.naj˩˩˦,,,,,ɡdʲe,,,di manə,,,ˈon,,sɔ,,,,,ʌ̹di,kʰoˈdʒɒː,,ˈdonde,,,,ɡdɛ,ˈhɑrɑ,,,,ˈdove,,,ʔɗəw˧˧,,ˈunde,säd,,
in,ˈsːɑ,,,naɯ˦˥,ˈs,,,,,dær,,ˈs,vɤ,ˈs,en,ɲ̟i,,,ɪn,,ən,,,,bʱi.tɔɹ,,mɛt͡ʃʰ,,,,,,f,sgä,,,sa,,ˈsːɑ,,ɪn,,in,bɒn,vɔ,,dɑ̃,ʋ,,,ˈsːɑ,,,iː,ˈhn,ẽj̃,ʔɪn,,ən.d̪əɾ,fiː,tɔtʰər,,,,,naj˧,,m̥à,,,vɛ,,,,,ʊiː,ən,,,,,,,,dæɾ,,en,,,iː,v,,,,,ˈin,,,t͡ɕawŋ͡m˧˧,ɪ,ɨn,ʃi,ˈnə,
four,ˈnelʲːæ,ˈʃtiri,fiʀ,siː˧˧,ˈneli,,dʏrt,,kʲɛt̪ʊˈrʲɪ,,,ˈne̞ːʎɑ,,ˈnelʲː,ˈte̞se̞ˌra,jo̞,dœɾt,θei˧˥,vir,,ˈpɛdwar,,tsætri,,sa.ɹi,,t͡ʃʰɔɾs,t͡ʂaˈtɨrɨ,ˈɲe̯aʎːʎe,ɔtʰχi,t͡ʃoˈtɪrɪ̞,ˈkatre,ˈt͡ʂtɛ.rɨ,wɔʃtʰχw,,,ˈa.pat,,ˈneljæ,,fɔː,əm.pat,ˈkʷat.tu.or,ˈneːɟ,,,katʁ,ˈʃtìːrjɛ,,ˈfɜɪ̯ɐ,ˈnelːæ,,,ˈfyːˌra,ˈneli,ˈkwa.tɾu,fiːɐ̯,,,ʔar.ba.ʕa,torəw,,,,,siː˨˩,,lé,,,t͡ɕɪˈtɨrʲe,puan,,əmpat,,ˈfʊiːɹa,ˈkwa.tɾə,,ɔtʰχɔ,,ˈfjouːrir,,tøt,ne̞ːt̚,tʃæˈhɒːɾ,,ˈkwatɾo,kʲeːə(r),t͡sa.lor,,ˈt͡ʃtɪr̝ɪ,dœɾd,t͡ɕɐ́.t̪uɽ,,fiːrə,ˈkwat.tro,*bʑi,,ʔɓon˧˦,ˈcahəɾʲ,ˈpa.tru,ɔtʰχi,ˈkatəɾ,
earth,ˈmuɑ,ˈzɛm,,,ˈmuld,kʰekʰel,,maʈʈi,ˈʒʲæːmʲeː,,tūk,ˈmoː,zɛˈmʲa,ˈmɑ,,d͡ʑi,topˈɾɑk,,ˈaːr.də,mannə,,bu:mi,zɛmɛ,mannu,,,hɔʁ,zʲaˈmlʲa,,diχä,zeˈmlʲɑ,,ˈʑɛ.mʲa,gim,mannə,bʰumi,ˈlu.paʔ,koɖə,ˈmɑː,,ɜːθ,ta.nah,ˈter.ra,ˈtɒlɒj,,ínɬaɓâːtʰi,tɛʁ,ˈzɛ̀ːmlja,ɖaga:ɾ,,ˈmɑː,adaˈma,bʰulo:gam,juːɖ,ˈmɑː,ˈtɛʁɐ,ˈeːɐ̯də,mannə,dʰərtiː,tur.ba,xors,maɳɳu,,,bʰu:mi,din˧,ˈɑːr.də,mjè,,mannə,zʲɪˈmlʲa,,,bumi,,jøːɹ,ˈtɛ.rə,,lɛtʼä,,jœrð,bʰumi,,xɯk̚,,,ˈtje̞.ra̠,,,,ˈzɛmjɛ,torˈpɑχ,,,joːr,ˈtɛr.ra,*sa,mannə,ʔɗət̚˧˦,,pəˈmɨnt,mitsʼä,ðɛ,tukud
lie,ˈmuɑtɑ,ˈkɫamstvɔ,,,ˈlɑmɑmɑ,paiha,jɑɫ.ˈʁɑn,undʒa,ˈmʲæːɫas,,maḍ,ˈmɑgːɨ,ɫəˈʒa,ˈmɑgɑtɑ,,ɯ̟ᵝso̞,jaɫan,,ˈløː.ɣə(n),keɖə,,ba:ɖ,,paɖukonu,,,sut,,,dɔndʒirä,,,ˈkwam.stfɔ,liqʼwrɛ,buɾo:naɾa,,maɡ.si.nu.ŋa.ˈliŋ,poaʈtʃi:,ˈmɑːtɑ,,laɪ̯,,menˈdaː.ki.um,ˈhɒzukʃaːɡ,,,mɑ̃.sɔ̃ʒ,ˈláːʃ,dɾogʰ taɖing,ˈliʑən,ˈleʃeæ,,bʰulo:gam,lœŋn,ˈvɤlsːmɑ,mẽ.ˈti.ɾɐ,ˈlyːɡə,budda,d͡ʒʱuːʈʰ,,xʊtəɮ,malagu,,,laba:ɖ muɖsati,,,mṵðá,,kiɖakkuga,loʂ,kuhk,,,,,mənˈti.də,bi:ndo,dɔndʒiru,haɖaʋə,ˈlɪːjɪ,ko:ɖpo,jɑlʁɑn,ˈkɘːd͡ʑinma̠ɭ,doˈɾuːɣ,ˈɓó.d͡za,menˈtiɾa,,,,lɛʃ,jaˈɫan,,,løɡn,buˈd͡ʒi.a,,miɳɖsi,nɔj˧˦ zoj˧˦,bʲɾʲeːɡ,,tsʼɔlä,,tukud
pull,ˈvetyæ,ˈci̯aɦnuc,,,ˈtɤmbɑmɑ,,,,,,,ˈvie̞d̪ːɨ,,ˈvedɑdɑ,,,t͡ʃɛcˈmɛc,,ˈtrɛkə(n),,,,,,ta.na,,kʰɑˈʃɛl,t͡sʲaˈɣat͡sʲ,,zindäpʰi,tʲɐˈɦɑte,,ˈt͡ɕɔŋ.ɡnɔɲt͡ɕ,libid,,,,,ˈʋetæː,,pʊl,,ˈwel.loː,ˈhuːz,,,ti.ʁe,,,,ˈtɤmpɑː,,,,ˈvitæmæ,pu.ˈʃa(ɹ),ˈtsiːən,,kʰĩː(ɳ).t͡ʃnɑː,,tʰatʰəx,,,,,dɯŋ˧,,sʰwɛ́,ˈʈana,,tʲɪˈnutʲ,dāñ,,tareʔ,,,tiˈɾa,,ɔzdimu,,ˈtraːɣa,,,ˈk͈ɯːɭda̠,kʲeʃiːˈd̪æn,,tiˈɾaɾ,,,,ˈtaːɦnou̯t,t͡ʃækˈmæk,,,trɛkə,t̪iˈrare,,,kɛw˧˦,,,mɔkʰätʃvä,,
neck,ˈkɑklɑ,kr̩k,haldz,,ˈkɑel,kʰesir,mu.ˈjɯ̞n,meɖaka:ja,ˈkä̌ːklɐs̪,ɡærdæn,tūk,ˈkɑgːɨl,ˈʃijə,ˈkɑgl,,kɯ̟ᵝbʲi,,ho˧˩,,kaɭuttə,ɡʊðv,kp:ma:ɭi,,meɖa,di.ŋi,,viz,,,kʼisɛri,ˈʃɪjɐ,,ˈʂɨ.ja,kʼintʃχ,kekkilə,,,maɾ,ˈkɑulɑ,,nɛk,,ˈkol.lum,ˈɲɒk,vrat,íntaːmo,ku,ˈʋráːt,lex,,ˈkɑglɑ,,kaɖate:l,,ˈkːɑːl,pɨʃ.ˈko.su,hals,bo:ɭe,,,xut͡su,kuthige,pesˈkoθo̝,,mak,kʰɔː˧,,lɛ̀bɪ́ɴ,,kaɻutə,ˈʂɛjə,k,,lehe(r),,,ˈkɔʎ,bo:ɭe,dʒinikʰi,katə,hauls,asaɾdu,,mo̞k̚,ɡærdæn,ˈkʰo.si,ˈkweʎo,,,hɑls,kr̩k,,ɡɽiː.ʋɑ́ː,,hals,ˈkɔl.lo,,guɖunga,ko˧˩,ˈmˠɪnɑːl,ɡɨt,kʼisɛri,ˈcafə,kanɖ
black,ˈmustɑ,ˈt͡ʃi̯er.ni,,dam˩˨,ˈmust,mokʰaɾo,qɑˈrɑ,ka:ʈe,ˈjûə.dɐs,,tūk,ˈmust̪ɑː,,ˈmust,ˈmavros,,kɑˈɾɑ,ɗam˨˦,zʋɑrt,kaɾəppə,dɨː,kaɾtənu ipədə,mǣlns,nalupu,kola,,sɛv,ˈt͡ʂornɨ,ˈt͡ʃaːhːpes,utʃä,ˈt͡ʃɔrnei̯,,ˈt͡ʂar.nɨ,mɛʃχɛ,kappu,kadia,ɪˈtim,kappə,ˈmustɑ,t̪ʊv,blæk,,ˈni.ɡer,ˈfɛkɛtɛ,,,nwaʁ,ˈtʃə̀rn,ma:on,,ˈmusːɑ,,kaɾuppə,svart,ˈmusːtː,ˈne.ɡɾu,ʃvarts,kaɾtadə,kaːlaː,ʔas.wad,χar̊,kappu,ˈneɣɾʊ,ˈdyː,ɖa:ɾiate,dam˧,,nɛʔ,,kaɾuppə,ˈt͡ɕɵrnɨj,k̥ʰmau,ˈɪswɛt,hitam,,ˈsvaɻ̥ʈʊɹ,ˈnə.ɡɾə,kaɾtaji,utʃä,kappə,ˈsvar̥tʏr,maɖhaɾo,,ˈkɘːmda̠,sijɒːh,,ˈneɡɾo,,t̪or,,ˈt͡ʃɛrniː,ɡɑˈrɑ,kŕ̩ʂ.ɳɐ,kaːlaː,soɐ̯d̥,ˈne.ro,*nak.po,kaɾə,ʔɗɛn˧˧,d̪ˠʊvˠ,ˈne.ɡru,ʃävi,zi,tukud
