word,bg,gon,ml,et,yea,vi,zu,ur,sl,en,gl,sq,kxv,he,gv,fa,kru,ko,my,ny,fi,ca,ta,tg,fy,az,krl,za,lzz,kfa,fr,is,vot,lb,kfe,as,nl,pl,ug,uk,cs,oc,nn,ru,la,th,mn,sv,mk,bfq,ba,mt,tr,pci,hy,pt,vep,br,xmf,hu,sk,ka,tl,ar,ps,bo,lo,kn,lv,cy,da,mjt,gdb,xub,brh,es,lt,hi,ku,af,ms,gd,tcy,id,kff,liv,tcx,de,ja,se,it,sa,km,fo,vro,be,ga,yi,ro,el,sva,kfb,bn,te
black,,kaɾə,kaɾuppə,ˈmust,kaɾtaji,ʔɗɛn˧˧,,kaːlaː,ˈtʃə̀rn,blæk,ˈneɣɾʊ,zi,kadia,,,sijɒːh,mokʰaɾo,ˈkɘːmda̠,nɛʔ,,ˈmustɑ,ˈnə.ɡɾə,kaɾəppə,,,ɡɑˈrɑ,ˈmustɑ,ɗam˨˦,utʃä,kaɾtadə,nwaʁ,ˈsvar̥tʏr,ˈmusːɑ,,kaɾuppə,kola,zʋɑrt,ˈt͡ʂar.nɨ,,ˈt͡ʃɔrnei̯,ˈt͡ʃɛrniː,,,ˈt͡ɕɵrnɨj,ˈni.ɡer,dam˧,χar̊,svart,,kappə,qɑˈrɑ,ˈɪswɛt,kɑˈɾɑ,tūk,sɛv,ˈne.ɡɾu,ˈmust,ˈdyː,utʃä,ˈfɛkɛtɛ,ˈt͡ʃi̯er.ni,ʃävi,ɪˈtim,ʔas.wad,t̪or,*nak.po,dam˩˨,kappu,mǣlns,dɨː,soɐ̯d̥,maɖhaɾo,tukud,kaɾtənu ipədə,ma:on,ˈneɡɾo,ˈjûə.dɐs,kaːlaː,,,hitam,t̪ʊv,kappu,,ka:ʈe,ˈmust̪ɑː,kappə,ʃvarts,,ˈt͡ʃaːhːpes,ˈne.ro,kŕ̩ʂ.ɳɐ,k̥ʰmau,ˈsvaɻ̥ʈʊɹ,ˈmusːtː,ˈt͡ʂornɨ,d̪ˠʊvˠ,,ˈne.ɡru,ˈmavros,mɛʃχɛ,ɖa:ɾiate,,nalupu
smell,,,,ˈhɑistmɑ,,muj˨˩,,,,smɛl,,ɛːɹ,,ˈʁe.aχ,,,,ˈne̞ːmsʰe̞,ʔəna̰ɴ,,ˈhɑistɑː,oˈlo,,,,ɡɔxu,ˈhɑiʒuo,,ɔʃuru,,ɔ.dœʁ,lɪxt,ˈhɑisːɑː,,,,ɣøːr,ˈza.pax,,,ˈvuːɲɛ,,,ˈzapəx,ˈo.dor,klin˨˩,,,,,jɪ̞θ,,koˈku,,hɔt,ˈʃɐj.ɾu,ˈmujudɑ,,ʃuräpʰä,ˈsɒɡ,,qʼnɔsvä,,,buj,,,,,,loɡt,,,,,,,ɡənd̪ʱ,,,bau,,,,,ˈnuːʃkɨ,,ɡəˈʁʊχ,ɲ̟io̞i,,oˈdo.re,,k̥lin,,ˈhɑisːu tːuntmɑ,pax,,,,miɾoˈðʝa,likʰwni,,,
year,ɡɔˈdinə,,,ˈɑːstɑ,,nam˧˧,úɲâːɠa,,ˈlèːtɔ,jɪə,,,,ʃaˈna,blʲeːnʲ,sɒːl,,ɲjʌ̹n,n̥ɪʔ,ˈt͡ʃa.ká,ˈʋuosi,ˈaɲ,,,iə̯r,,ˈvuozi,pi˨˦,tsʼänä,,a.ne,auːr,ˈvoːsi,joː(e)ʀ,,bɔ.sɔɹ,jaːr,rɔk,jil,,rok,,oːr,ɡot,ˈan.nus,piː˧,,,,,jɯ̞ɫ,ˈsɛnɐ,ˈjɯɫ,,tɑˈɾi,ˈɐ.nu,ˈvozʲ,ˈblwaː,tsʼänä,ˈeːv,ˈrɔk,tsʼɛli,,ʕaːm,kɑl,*lo,piː˩˨,,,,,,,,,ˈaɲo,,saːl,ˈsɑːl,jɑːr,tahon,,,,,ˈɑːigɑst̪,,jaː(ɐ̯),nẽ̞ɴ,ˈjahkiː,ˈan.no,,c̥ʰnāṃ,ɔaːɹ,ˈɑːsːtːɑkː,ɣot,bʲlʲiənʲ,jɔʁ,an,ˈxɾonos,zæ,,,
sky,nɛˈbɛ,,,ˈtɑeʋɑs,,t͡ɕəːj˨˩,,,nɛˈbóː,skaɪ,ˈθɛ.ʊ,,,,,ɒːsˈmɒːn,,ha̠nɯɭ,káʊɴɡɪ̀ɴ,,ˈtɑiʋɑs,ˈsɛl,,,,ɡœj,ˈtɑivɑs,ɓɯn˨˦,tsä,,sjɛl,ˈhɪːmɪnː,ˈtɑivɑ,ˈhimel,,akax,ˈɦeː.məl,ˈɲɛ.bɔ,ɑsˈmɑn,,ˈnɛbɛ,,,ˈnʲebə,ˈkae̯.lum,faː˦˥,,,,,kʏk,,ˈɡœcjyz̟y,,jɛɾˈkiŋkʰ,ˈsɛw,ˈtɑivɑz,ˈo.abl,tsä,ˈeːɡ,ˈɲɛbɔ,tsä,,sa.maːʔ,hask,*gnam,,,,ˈau̯ɨ̞r,,,,,,firmaˈmento,dɐŋˈɡʊs,,,lœχ,laŋet,,,la.ŋit,,ˈt̪ouvɨs,,ˈhɪml̩,so̞ɾa̠,,ˈt͡ʃɛ.lo,,megʰ,ˈhiːmɪn,ˈtːɑivɑsː,ˈnʲeba,eːɾˠ,,t͡ʃer,,dɛts,,akaʃ,
leaf,,a:ki,ila,ˈleht,ele,laː˧˦,íːkʰaːsi,pətːiː,ˈlíːst,liːf,ˈfo.ʎɐ,,patɾa,(ʔ)aˈla,ˈd̪olʲaɡ,bæɾɡ,atkʰa,ip̚,ʔəjwɛʔ,ˈt͡sa.ᵐba,ˈlehti,ˈfu.ʎə,ele,,,jɑrˈpɑχ,ˈlehti,,pʰävri,elakaɳɖa,fœj,løyːv,ˈlehto,,e:lu,,blɑt,lʲiɕt͡ɕ,,,ˈlɪst,ˈfɥɛʎo,,lʲist,ˈfo.li.um,baj˧,,,,elə,jɑpˈrɑq,ˈwɛrʔɐ,jɑpˈɾɑk,ev,tɛˈɾɛv,ˈfo.ʎɐ,ˈlehtez,ˈde.ljɛ̃n,pʰurtsɛli,ˈlɛveːl,ˈlist,pʰɔtʰɔli,ˈda.hon,wa.ra.qa,pɑˈɳa,*lo.ma,baɯ˩˨,jele,,ˈdei̯lɛn,blad,ha:tʰa,ʈunɖe,jali,pann,ˈoxa,,,,blɑːr,daon,,iɾa,,a:ki:,ˈle̞ːd̪j,eɾs,blat,pa,ˈlasːta,ˈfɔʎʎa,,s̥lẏk,blɛaː,ˈlehtː,lʲist,ˈdʲɪloːɡ,blat,ˈfrun.zə,ˈfilo̞,bälɛ,a:k,,a:ku
father,bɐˈʃta,,,ˈisɑ,,ʔɓaː˧˧,úɓaːɓá,pət̪ɑː,ˈɔ̀ːtʃɛ,ˈfɑː.ðə(ɹ),,baba,,(ʔ)av,ˈeːar,pʰeˈd̪æɾ,,a̠bʌ̹d͡ʑi,ʔəpʰè,ˈɓa.ᵐbo,ˈisæ,ˈpa.ɾə,,,hai̯t,ɑˈtɑ,ˈtuɑto,,bäbä,,pɛʁ,ˈfaːðɪr,ˈisæ,pɑp,,dɛʊ.ta,ˈvaː.dər,ˈɔj.t͡ɕɛt͡s,dɑdɑ,ˈbɑtʲkɔ,ˈotɛt͡s,ˈpajɾe,,ɐˈtʲet͡s,ˈpa.ter,pʰɔː˥˩,,,,,ɑˈtɑj,,bɑˈbɑ,,hɑjɾ,paj,ˈtɑt,ˈtɑːt,mumä,ˈɒpɒ,ˈɔcɛt͡s,mämä,,ʔab,,,pʰɔː˦,,tǣːws,taːd,,,,,,ˈpadɾe,ˈtʲeːvɐs,pɪ.t̪ɑː,,fɑːdər,bapə,ˈahəɾʲ,,bapa,,ˈizɑː,,ˈfaːtɐ,ototosama,ˈaːhːt͡ʃiː,ˈpa.dre,pi.t̪ŕ̩,ýubuk,ˈfɛaːjɪɹ,ˈesːæ,ˈbat͡sʲka,ˈahəɾʲ,ˈfɔtəʁ,ˈta.tə,paˈteras,mu,,abba,
drink,ˈpijə,un,kuṭi,ˈjoːmɑ,kuɖipə,ʔuəŋ˧˦,,,ˈpiːti,dɹɪŋk,,pi,,ʃaˈta,,nuːʃiːˈdæn,onna,ma̠ɕʰida̠,θaʊʔ,,ˈjuodɑ,ˈbəw.ɾə,kuɖi,nɵʃidæn,ˈdrɪŋkə,itʃmæc,ˈjuːvːɑ,,ɔʃu,kuɖipa,bwaʁ,ˈtrɛhka,ˈʝuvːɑ,ˈdʀeŋken,unatukə,,ˈdrɪŋkə(n),pʲit͡ɕ,,,piːt,ˈbewre,,pʲitʲ,ˈbi.boː,dɯːm˨˩,,drɪkːa,ˈpi.ɛ,kuɖapə,,ˈʃɔrɔp,it͡ʃˈmɛ́c,un,χəˈmɛl,be.ˈbeɾ,ˈjodɑ,ˈe.vɑ̃,ʃumä,ˈisik,ˈpic,smä,,ʃa.ri.ba,,*ⁿtʰuŋ,dɯːm˦˦,kuḍi,dzɛɾ̂t,ˈəvɛd,drekə,ho:na:,un,kuɖi,kuning,beˈβeɾ,ˈɡʲɛrʲ.tʲɪ,piːn̪ɑː,ˈvɛxwɑːɾɯn,,minom,ɔːɫ̪,paɾijaɾa,,unnu,ˈjuːod̪ɨ,uʈʈudi,ˈtʁɪŋkən,no̞mɯ̟ᵝ,ˈjuhkah(t),ˈbe.re,pí.bɐ.t̪i,pʰẏk,ˈtɾɛʰkːa,ˈjuːmɑ,,oːl̪ˠ,,be̯a,ˈpi.no,litʰrɛ,aniɾusa:t,,ta:gu
nose,nɔs,mosoɾ,mu:kə,ˈninɑ,mu:kkə,muj˦ˀ˥,íːkʰaːla,,ˈnóːs,nəʊz,naˈɾiθ,,mungeli,ʔaf,st̪rudʲnʲ,,mu:ji,kʰo̞,n̥əkʰáʊɴ,ˈᵐpʰu.no,ˈnenæ,ˈnas,mu:kə,biˈniː,,buˈrun,ˈnenæ,,tʃχindi,mu:kkə,ne,nɛːv,ˈnenæ,nuəs,mu:kə,nak,nøːs,nɔs,,,nos,,,nos,,t͡ɕa˨˩.muːk̚˨˩,,ˈnɛːsˌa,,mu:kə,tɑˈnɑw,,buˈɾun,muvãḍ,kʰitʰ,nɐˈɾiʃ,ˈnenɑ,ˈfriː,tʃχvindi,ˈorː,,tsχviri,ʔi.ˈlɔŋ,ʔanf,,*zna,daŋ˩˧,mu:gə,,truːɨ̯n,ˈnɛːsə,muso:,mungan,mu:kkə,ba:mus,naˈɾiθ,,naːk,,nɪøs,hidoŋ,s̪t̪ɾɔːn,mu:gu,,mosso:ɾ,ˈnɑnɑː,mittu:p,ˈnaːzə,,,ˈna.zo,,c̥rmuḥ,nøːs,ˈnɤnɑ,,sˠɾˠoːnˠ,,,ˈmiti,nɛpʰχwnä,mu:kk,,mukku
float,,,,ˈhɤljumɑ,,noj˧˩,,,,fləʊt,,,,,,,,,mjɔ́,,ˈkelːuɑ,floˈta,,,,,ˈkeiluo,,mɔmkʰu,,flɔ.te,,ˈuʝuɑ,,,,ˈdrɛi̯və(n),,,,ˈplavat,,,ˈplavətʲ,ˈflu.i.toː,,,flyːta,,,,,,,,,ˈujudɑ,,pʰäpʰäpʰi,ˈlɛbɛɡ,,tʼivtʼivi,,,,,,,,,,,,,,,,,,,,,,,,ˈpluːokst̪ɨ,,ˈtʀaɪ̯bm̩,,,ɡalledˈdʒare,,,,ˈhɤlʲomɑ,,,,,,,,,
vomit,,,,ˈoksendɑmɑ,,non˧˧,,,,ˈvɒmɪt,,,,,,,,ke̞uda̠,ʔàɴ,,ˈoksentɑː,vo.miˈta,,,,ɡusˈmɑχ,ˈoksenduɑ,,ɔntʰχɔru,,vɔ.miʁ,ˈaiːla,ˈɤhsɤnɤɑ,ˈkɑtsən,,bɔ.mi kɔ.ɹa,,vɨ.mʲɔˈtɔ.vat͡ɕ,,,,,,blʲɪˈvatʲ,ˈwo.moː,ʔaː˧.t͡ɕia̯n˧,,,ˈpɔvraca,,,,,,,vu.mi.ˈtaɾ,ˈoksetɑ,,rtsʼqʼiälä,ˈhaːɲ,,rtsʼqʼɛvä,,ta.qaj.ja.ʔa,,,,,,,,,,,,,,,,,muntah,,,,,ˈoksnɨ,,ˌyːbɐˈɡeːbən,,,vomiˈtare,,k̥ʾuat,,ˈosːsːɤntɑmɑ,,ˈaʃɪɟ,,,,litʼχunɛ,,,
rain,dɤʃt,piɾ,maɻa,ˈʋihm,maɭe,mɨə˧˧,ímvûːla,bɑrɪʃ,ˈdə́ʃ,ɹeɪn,ˈt͡ʃuβja̝,ʃiː,bela,mɔːˈtˀɔːr,flʲaː,bɒːˈɾɒːn,tʃe:p,pi,mó,ˈᶬvú.ɽa,ˈsɑde,ˈplu.ʒə,maɻai,bɔːˈrɔːn,rai̯n,jaɣˈɯʃ,ˈviːmɑ,fɯn˨˦,mtʃʼimä,maɭe,plɥi,ˈrɪkniŋk,ˈsɑto,ʀeːn,mai,,ˈreː.ɣə(n),dɛʂt͡ʂ,,dɔʃt͡ʃ,ˈdɛːʃc,ˈplɥɛ(d)ʒo,,doʂtʲ,ˈplu.wi.a,fon˩˩˦,,rɛŋn,dɔʃt,me,jɑm.ˈʁɯ̞r,ˈʃɪtɐ,jaːˈmúɾ̝̊,vāni,ɑnd͡zˈɾɛv,ˈʃu.vɐ,ˈvihm,,tʃʼvɛmä,ˈɛʃøː,daːʃc,tsʼvimä,,,bɑˈrɑn,*t͡ɕʰar.pa,,maɭe,liɛ̂tus,ɡlau̯,ˈʁɑɪ̯ˀn,dʒaɖa:,tukud,maɭi,pɛɾ,ˈʎubja,ljɛˈtʊs,bɑː.ɾɪʃ,,rɪə̯(n),hud͡ʒan,ˈɯʃkʲə,baɾsa,,ʋa:na,ˈviːm,meɖutti,ˈʁeːɡən,same,ˈarːviː,ˈpjɔddʒa,,b̥ʰliaṅ,ɹɛkn,ˈvihm,doʂt͡ʂ,ˈbˠɑːʃtʲəx,,ˈplʷaje,vɾoˈçi,utʃχɛ,ʋa:na,,ʋarʂam
heavy,ˈtɛʒək,,,ˈrɑske,,naŋ˧˨ʔ,,,ˈtɛ̀ːʒək,ˈhɛ.vi,,,,,,sæŋˈɡʲiːn,,muɡʌ̹p̚t͈a̠,lé,,ˈrɑskɑs,,,,swiər,,ˈjykie,nak˥,mɔnkʼä,,luʁ,ˈθuŋkʏr,ˈrɑskɑs,ʃwɜɪ̯ɐ,,ɡɔ.dʱuɹ,zʋaːr,ˈt͡ɕɛŋ.ʂkʲi,,ʋɐˈʒkɪi̯,ˈcɛʃkiː,,tʊŋː,tʲɪˈʐolɨj,ˈɡra.wis,nak̚˨˩,xunt,tɵŋ,ˈtɛʒɔk,,ɑˈwɯ̞r,,ɑˈɰɯ́ɾ̝̊,,ˈtsɑnəɾ,pɨ.ˈza.ðu,ˈjyged,,mɔnkʼä,ˈnɛɦeːz,ˈcaʃ.kiː,mdzimɛ,,θa.qiːl,d̪ruŋd̪,,,,smaks,trʊm,tɔnɡ,,,,,peˈsado,sʊŋˈkʊs,bʱɑː.ɾɑː,,,bərat,,,,,ˈlæːlɑm,,ʃveːɐ̯,o̞mo̞i,,peˈsante,,d̥ʰṅn´,,ˈrɑsːsːɤ,ˈt͡sʲaʂkʲi,t̪ˠɾˠuːmˠ,,ɡrew,,gwæmi,,,
smooth,,,,ˈsile,,faŋ˧˩,,,,smuːð,,,,,,,,me̞k͈ɯɾʌ̹p̚t͈a̠,t͡ɕʰɔ́,,ˈtɑsɑinen,,,,,,ˈtɑzɑine,,pʰrändɛri,,lis,ˈstljɛhtʏr,ˈlɑkːɑ,ɡlaːt,,,ɣlɑt,ˈɡwat.kʲi,,,ˈɦlatkiː,,,ˈɡlatkʲɪj,ˈɡla.ber,ria̯p̚˥˩,,,,,,,,,hɑɾtʰ,ˈli.zu,ˈtɑzo,,värkʼälä,ˈʃimɒ,,pʼriälä,,naː.ʕim,,,,,,,,,,,,ˈliso,,t͡ʃɪk.nɑː,,,,miːn,,,,ˈt̪ɑzzi,,ɡlat,,,ˈliʃʃo,,,,ˈsːilːe,ˈɣɫatkʲi,kiːnʲ,,ˈne.ted,,mərkʼənɛ,,,
scratch,,,,ˈkrɑːpimɑ,,ɣaːj˦ˀ˥,,,,skɹætʃ,,,,,,xæɾɒːʃiːˈdæn,,kɯk̚t͈a̠,koʊʔ,,ˈrɑːpiɑ,,,,,,ˈkyndʒie,,ɔʁätsʼkʼu,,ɡʁa.te,,ˈkrɑːpːiɑ,,,ãsʊɹ,,ˈdra.pat͡ɕ,,,,,,t͡sɐˈrapətʲ,ˈskal.poː,kaw˧,,,,,,,,,kʰɛɾˈtsɛl,ko.ˈsa(ɻ),ˈkynstæ,,tsχäbäruä,ˈvɒkɒr,,pʰχätʃʼnä,,,,,,,,,,,,,,rasˈkaɾ,,,,,,,,,,ˈkɑsiːɲtʲɨ,,ˈkʀat͡sn̩,çik̚ka̠kɯ̟ᵝ,,,,ʾeḥ,,ˈkːrɑːpːmɑ,ˈdrapat͡sʲ,,,,ˈksino,lipʰχäntʃʼwä,,,
sun,ˈslɤntsɛ,poɾə,su:ɾjan,ˈpæike,tʃu:rja,mat̚˧˨ʔ t͡ɕəːj˨˩,íːlaːnɡa,,ˈsóːntsɛ,sʌn,s̺ol,,ʋeda,,ɡriːn,,bi:ɖi,he̞,nè,ˈd͡zú.w⁽ᵝ⁾a,ˈɑurinko,ˈsɔl,su:ɾjan,ɔftɔb,,ɡʲyˈnæʃ,ˈpæivæne,taŋ˨˦ ŋon˧˩,mʒɔrä,su:ɾja,sɔ.lɛj,souːl,ˈpæivikːo,zon,su:rijan,be.li,,ˈswɔɲ.t͡sɛ,,ˈsɔnt͡sɛ,ˈslunt͡sɛ,suˈlel,suːl,ˈsont͡sə,,dua̯ŋ˧.ʔaː˧.tʰit̚˦˥,,suːl,ˈsɔnt͡sɛ,ottə,qʊ̞ˈjɑʂ,ʃɛmʃ,ɟyˈneʃ,tūk,ɑˈɾɛv,ˈsɔɫ,ˈpæivæine,,bʒä,ˈnɒp,ˈsɫ̩ŋkɔ,mzɛ,,ʃams,lmar,*ȵi.ma,taː˩˨ wen˦˥,su:rja,sāūle,haɨ̯l,soːl,be:ɾdu,ʋele,pottə,de,ˈsol,ˈsɑuleː,,,,matəhari,,su:ɾje,,poɖudu,ˈpæːvɑ,su:ɾijan,ˈzɔnə,,ˈpea̯jvvaːʃ,ˈso.le,s̪úːɽ.jɐ,t̥ʰṅai,sɔuːl,ˈpːæiv,ˈsont͡sa,ɟɾʲiənˠ,zʊn,ˈso̯are,ˈi.ʎos,miʒ,suɾija,,su:ɾjuɖu
hold,,,,ˈhoidmɑ,,zɨ˦ˀ˥,,,,həʊld,,mbaj,,,,,,tɯɭda̠,kàɪɴ,,ˈpitæː,ə.ɡwənˈta,,,hɔːdə,tutˈmɑχ,ˈpityæ,,ɔkʰätʃu,,tə.niʁ,ˈhalta,ˈpitæː,ˈhaːlen,,,ˈɦɑu̯də(n),ˈtʂɨ.mat͡ɕ,,,dr̩ʒɛt,,,dʲɪrˈʐatʲ,ˈte.ne.oː,tʰɯː˩˩˦,,,,,,,,,bərˈnɛl,ˌse.ɡu.ˈɾa(ɹ),ˈpidɑdɑ,,däkʼinɛbä,ˈtɒrt,ˈdr̩ʒac,dätʃʼɛrä,,,,,tʰɯː˩˨,,tuɾɛ̂ːt,dal,,,,,,aɡwanˈtaɾ,tʊˈɾʲeːtʲɪ,pə.kəɽ.nɑː,,ɦœu,,kʰuːm,,,,ˈpid̪ːɨ,,ˈhaltn̩,,,teˈne.re,,kān´,,ˈpːitæmæ,trɨˈmat͡sʲ,ˈkɪn̠ʲə,,ˈt͡si.ne,,lirmi,,,
I,as,nanna,ɲa:n,ˈminɑ,na:n,toj˧˧,miːná,mɛ̃,,aɪ,ˈew,ˈun,na:nu,(ʔ)aˈni,miː,mæn,ae:n,na̠,t͡ɕʊ̀ɴdɔ̀/,ˈi.ne,ˈminæ,ˈʒɔ,na:n,mæn,ɪk,mæn,ˈmie,kou˨˦,mä,na:nə,ʒə,jɛɣ,ˈmiæ,eχ,a:n,mɔɪ,ɪk,ja,mæn,ˈjɑ,jaː,ˈjew,eːɡ,ja,ˈe.ɡoː,pʰom˩˩˦,,ˈjɑː(ɡ),jas,na,mʲin,jɪːn,bɛn,ān,jɛs,ˈew,ˈminæ,,mä,ˈeːn,ˈja,mɛ,ˈko,ʔa.na,zə,*ŋa,kʰɔːj˨˩,na:nu,ɛs,miː,jaj,he:nu,a:n,na:ʋə,i:,ɟ͡ʝo,ɐʂ,mɛ̃ː,,ɛk,sajə,mi,ja:nu,saja,nanna,ˈminɑː,o:n,ɪç,ɰᵝa̠ta̠ɕi,ˈmun,ˈi.o,ɐ.ɦɐ́m,k̥ʰñuṃ,eː,ˈmɑʔ,,mʲeː,ɪχ,jew,eˈɣo,mi,ne:nu,ˈɑmiː,ne:nu
bird,ˈptitsə,piʈʈə,pakʂi,ˈlind,paktʃi,t͡ɕim˧˧,íɲoːni,,ˈptítʃ,bɜːd,,zɔɡ,minu,t͡siˈpoʁ,ˈoʒaɡ,pʰæɾænˈde,oɖa,sʰe̞ː,ŋ̊ɛʔ,ᵐbáˈɽa.me,ˈlintu,ˈaw,paɾaʋai,paɾːanˈda,,ɡuʃ,ˈlintu,ɣok˧,kʼintʃi,pakʂi,wa.zo,fʏkl,ˈlintu,ˈfuʁəl,pakkigaɭ,sɔɹaɪ,ˈvoːɣəl,ptak,quʃ,ˈptɑx,ptaːk,awˈsɛl,fʉɡl,ˈptʲit͡sə,ˈa.wis,nok̚˦˥,ʃʊwʊ,foːɡəl,ˈpti.t͡sa,,qʊ̞ʂ,asˈfuːr,,tūk,tʰərˈtʃʰun,ˈpa.sa.ɾu,ˈlind,,kʼvintʃä,ˈmɒdaːr,ˈftaːk,tʃitʼi,,tˁaːʔir,marˈɣa,*bʲa,nok˦,hakki,,aˈdɛrɨ̞n,fuːl,pudʒudu,titə,pikki,tʃok,ˈpaxaɾo,ˈpɒʊk.ʃtʲɪs,t͡ʃɪ.ɽiː.jɑː,,,buroŋ,ian,pakki,,piʈʈe:ku,ˈlind̪,paɾaʋai,ˈfoːɡəl,⟨to2ri⟩,ˈlodːdiː,uˈt͡ːʃɛlːo,ʋí,pk̥sī,,ˈtːsːirkː,,eːnˠ,fɔjɡl,,puˈli,næpʼr,piʈʈa,,pakʂi
one,,ondi,onnə,ˈyks,ondʒu,mot̚˧˨ʔ,,,,wʌn,,ɲə,ranɖi,,nɛːn,jekʲ,o:nd,ha̠na̠,tɪʔ,ˈmó.d͡zi,ˈyksi,ˈun,onnə,,,,ˈyksi,it˥,är,ondə,œ̃,eitn,ˈyhsi,eːn,o:dit,ɛk,eːn,ˈjɛ.dɛn,bir,oˈdɪn,ˈjɛdɛn,,,ɐˈdʲin,ˈuː.nus,nɯŋ˨˩,niɡ,ɛt,,ondə,bɪ̞r,,biɾ̝̊,ok,mɛk,ˈũ,ˈyksʲ,ˈỹː.nãn,ärtʰi,ˈɛɟː,ˈjɛdɛn,ɛrtʰi,iˈsa,waː.ħid,,*kt͡ɕik,nɯŋ˧˧,ondu,viɛ̂ns,ɨːn,,o:nd,okuʈi,ʋandə,asit,ˈuno,,,ˈjɛk,,satu,ɯːn,ondʒi,sa.tu,oɾɾo:ʈ,ˈikʃ,uttə,aɪ̯ns,it͡ɕi̥,ˈokːta,ˈuno,ɐ́j.kɐ,muay,,ˈytːsː,,iːnˠ,,ˈu.nu,ˈe̞na,ɛʃχu,okko:t,æk,okaʈi
freeze,,,,ˈkylmumɑ,,ʔɗawŋ͡m˧˦ ʔɓaŋ˧˧,,,,ˈfɹiːz,ʃeˈaɾ,,,,,,,ˈɘːɭda̠,,,ˈjæːtyæ,,,,,,ˈjiædyø,,ɔqʼinu,,ʒə.le,ˈfrjouːsa,ˈʝæːtyæ,ˈfʀei̯ʀen,,,bəˈvrizə(n),zaˈmar.zat͡ɕ,,,ˈzmr̩zˌnɔʊ̯t,,,zəmʲɪrˈzatʲ,ˈɡe.loː,kʰɛŋ˩˩˦,,,,,,,,,,ʒe.ˈla(ɻ),ˈjædudɑ,,ʔinuä,,,gäqʼinvä,,,,,,,,,,,,,,eˈlaɾ,,d͡ʒəm.nɑː,,,,rˠɔː,,,,ˈkilmɨ,,ɡəˈfʁiːʁən,,,dʒeˈlare,,,,ˈkːylmæmæ,,,,,,likʼwrɛmi,,,
wind,ˈvʲatər,,,ˈtuːl,,zɔ˧˦,úmôːja,ɦəʋaː,,ˈwɪnd,ˈbento̝,ɛːɹ,,ˈʁuax,ɡiː,bɒːd,,pa̠ɾa̠m,lè,ˈᵐpʰé.po,ˈtuːli,,,bɔːd,,,ˈtuːli,ɣum˧˩,iχi,,vɑ̃,ˈvɪntʏr,ˈtuːli,vant,,bɔtaʱ,ʋɪnt,vʲatr,,ˈʋʲiter,ˈviːtr̩,,,ˈvʲetʲɪr,ˈwen.tus,lom˧,saɮʲxʲ,vɪnd,ˈvɛtɛr,,jɪ̞l,riːħ,ryzˈɟar,,kʰɑˈmi,ˈvẽ.tu,ˈtulːei,ˈɑːvɛl,bɔriä,ˈseːl,ˈvi̯ɛtɔr,kʰäri,ˈha.ŋin,riːħ,bɑd,*rluŋ,lom˦˥,,vɛ̄ːjʃ,,ʋend,,,,,ˈbjento,ˈʋʲeːjɛs,ɦəʋaː,,,aŋen,,,,,ˈt̪uːʎ,,vɪnt,ka̠ze̞,ˈpie̯ɡːɡa,ˈvɛn.to,ʋɑ́ː.t̪ɐ,k̥ʰyl´,ˈvɪntʊɹ,ˈtːuːl,,ɡeː,,,,bikʰw,,,
rotten,,,,ˈmædɑ,,mʊwk͡p̚˧˨ʔ,,,ˈɡníːw,ˈɹɑtn̩,ˈpoðɾe̝,,,,,,,s͈ʌ̹k̚t͈a̠,poʊʔ,,ˈmætæ,,,,,,ˈlɑho,,χtsäpʰɛri,,puʁi,,ˈlɑho,,,,rɔt,ˈzɡɲi.wɨ,,,ˈzɦɲɪliː,,,ɡnʲɪˈloj,ˈpu.ter,naw˥˩,,,,,sɪ̞ˈrɪ̞k,,,,pʰəˈtɑt͡s,ˈpo.ðɾɨ,ˈlɑho,,ʔɔrädili,ˈroɦɒtː,ˈɦɲiliː,dämpʼäli,,faː.sid,,,,,,,rɔdən,,,,,,,,,,,,,,,ˈmæːrgɑ,,faʊ̯l,kɯ̟ᵝsa̠ɾɯ̟ᵝ,,,,,,ˈmætæ,ɣnʲiˈɫɨ,ˈl̪ˠɔfˠə,,ˈpu.tred,ˈsapços,mɛkʰwrɛ,,,
blow,,,,ˈpuhumɑ,,tʰoj˧˩,,,,bləʊ,,,,,,,,ˈpuːɭda̠,m̥oʊʔ,,ˈpuhɑltɑː,buˈfa,,,,,ˈpuhɑlduɑ,,bäräpʰä,,su.fle,,ˈpuhuɑ,,,,ˈblaːzə(n),ˈdmu.xat͡ɕ,,,ˈvaːt,,,dutʲ,floː,pʰat̚˦˥,uɮex,,ˈduva,,,,,,pʰəˈt͡ʃʰɛl,suˈpɾaɾ,ˈpuhudɑ,,bäruä,ˈfuːj,,bɛrvä,,na.fa.xa,,,,,,ˈχwəθɨ̞,blɛːsə,,,,,,ˈpǔːsʲtʲɪ,,,,,,,,,ˈpuːgɨ,,ˈblaːzn̩,ɸɯ̟ᵝkɯ̟ᵝ,,sofˈfjare,,pk´,,ˈpːuhkːmɑ,,ʃeːdʲ,,,,libɛlɛ,,,
