word,zu,xub,hy,ar,yea,ml,mk,es,gd,ka,yi,ny,kxv,tg,sv,kff,de,th,ro,cs,ru,za,lt,bfq,hi,gv,cy,te,kfe,liv,he,pt,pl,bg,ur,gdb,vro,hu,ca,brh,mjt,ko,my,ug,ga,sq,bn,lb,ku,kfa,ja,gl,nl,nn,ta,vot,tcy,tr,az,ms,en,br,tcx,et,km,is,as,ps,vep,be,fa,kfb,pci,uk,xmf,sva,sk,fr,fo,el,id,af,oc,krl,vi,la,bo,kru,tl,kn,gon,lo,da,mt,sl,lv,ba,fy,fi,se,mn,lzz,sa,it
knee,íːdoːlo,mannga:lə,t͡suŋk,ruk.ba,mu:leka:lə,muḻaṅkāl,,roˈdiʎa,,muχli,knɪ,ˈɓó.ⁿdo,mendaja,zɔːnu,,mo:ka:l,kniː,kʰaw˨˩,dʒeˈnunkʲ,ˈkolɛno,kɐˈlʲenə,,ˈkʲæ̌ːlʲɪs,muʈʈi,ɡʱʊʈ.nɑː,ɡlʲuːnʲ,,mo:ka:lu,mo:ga:l,ˈpuːolɑ,,ʒu.ˈe.ʎu,kɔˈla.nɔ,koˈlʲano,,ʋangul,ˈpːɤlv,ˈteːrd,ʒəˈnoʎ,go:ɖ,mu:ka,muɾɯp̚,dú,tiz,ɡl̪ˠuːnʲ,,ˈɦaʈu,knɜɪ̯,,maɳɖi,çiza̠,ʃeˈonʎo̝,kni,,muḻaṅkāl,ˈpɤlvi,meɳaka:ləganʈu,,,lutot,niː,ˈɡliːn,muʈʈi,ˈpɤlʋ,jṅ̥gṅ´,n̥jɛː,atʰu,,ˈkomb,kaˈlʲena,zɒːˈnuː,muɖsu,tūk,,birguli,kʰutʰul,ˈkɔlɛnɔ,ʒə.nu,knɛaː,ˈɣɔnatɔ,,,(d)ʒeˈnul,ˈpolvi,ʔɗəw˨˩ ɣoj˧˦,ˈɡe.nuː,,muka,,muṇakālo,tongɾa,,,,kɔˈlèːnɔ,tsɛlis,tuˈβɯ̞q,,ˈpolʋi,,owtəɡ,burgili,d͡ʑɑ́ː.n̪u,dʒiˈnɔkkjo
scratch,,,kʰɛɾˈtsɛl,,,,,rasˈkaɾ,,pʰχätʃʼnä,,,,,,,ˈkʀat͡sn̩,kaw˧,,,t͡sɐˈrapətʲ,,,,,,,,,ˈkɑsiːɲtʲɨ,,ko.ˈsa(ɻ),ˈdra.pat͡ɕ,,,,ˈkːrɑːpːmɑ,ˈvɒkɒr,,,,kɯk̚t͈a̠,koʊʔ,,,,,,,,çik̚ka̠kɯ̟ᵝ,,,,,ˈkrɑːpːiɑ,,,,,skɹætʃ,,,ˈkrɑːpimɑ,ʾeḥ,,ãsʊɹ,,ˈkynstæ,ˈdrapat͡sʲ,xæɾɒːʃiːˈdæn,,,,tsχäbäruä,lipʰχäntʃʼwä,,ɡʁa.te,,ˈksino,,,,ˈkyndʒie,ɣaːj˦ˀ˥,ˈskal.poː,,,,,,,,,,,,,ˈrɑːpiɑ,,,ɔʁätsʼkʼu,,
breathe,,,ʃənˈt͡ʃʰɛl,ta.naf.fa.sa,,,,,,suntʰkʰvä,,,,,,,ˈaːtmən,haːj˩˩˦.t͡ɕaj˧,,ˈdiːxat,dɨˈʂatʲ,,,,,,anˈadlɨ̞,,,ˈje̞ngɨ,,ʁɨʃ.pi.ˈɾaɾ,ɔdˈdɨ.xat͡ɕ,,,,ˈhenkæmæ,ˈleːlɛɡzik,rəs.piˈɾa,,,sʰumʃʰɥida̠,ʃù,,,,,ˈoːtmən,,,ko̞kʲɨᵝː,,ˈaːdəmə(n),,,ˈentʃiæ,,,,bə(r)nafas,bɹiːð,,,ˈhingɑmɑ,ṭkṭṅ̥hoem,ˈanta,,,ˈhenktæ,,,,,,,liχwäntʼɛ,ˈdiːxac,ʁɛs.pi.ʁe,,a.naˈpne.o,,,,ˈhengitiæ,tʰəː˧˩,ˈspiː.roː,,,,,,,ɔnə,,,,,,ˈhengitːæː,,amʲsɢəɮəx,ɔʃvänu,,respiˈrare
sing,,,jɛɾˈkʰɛl,,,,,kanˈtaɾ,,mʁɛrä,ˈzɪn.ɡn̩,,,,,,ˈzɪŋən,kʰap̚˨˩.rɔːŋ˦˥,kɨnˈta,ˈspiːvat,pʲetʲ,,dɐjˈnuɔtʲɪ,,ˈɡɑː.nɑː,,ˈkanɨ̞,,,ˈloulɨ,,kɐ̃ˈtaɾ,ˈɕpʲɛ.vat͡ɕ,ˈpɛjə,ɡaˈna,,ˈlɑulmɑ,ˈeːnɛkɛl,kənˈta,,,no̞ɾe̞ɦa̠da̠,θət͡ɕʰɪ́ɴ,,kanˠ,kənˈdɔj,,ˈzɑŋən,,,ɯ̟ᵝta̠ɯ̟ᵝ,,ˈzɪ.ŋə(n),²sʏŋːjɑ,,ˈlɑuluɑ,,,oχumaχ,,sɪŋ,,,ˈlɑulmɑ,c̥riaṅ,ˈsiɲca,ɡʊa,,ˈlɑuldɑ,,sʊɾuːˈd̪æn,,,sʲpʲiˈu̯ɑte,birä,liʁräl,,ʃɑ̃.te,,,,səŋ,,ˈlɑuluɑ,haːt̚˧˦,ˈka.noː,,,,,,,sønɡə,ˈkɐntɐ,ˈpɛ̀ːti,dziɛ̂dâːt,,,ˈlɑulɑː,ˈlaːvːluːh(t),,ɔbiru,,kanˈtaːre
eat,ɮá,tinn,uˈtɛl,,tinno:,tinnuga,ˈjadɛ,koˈmeɾ,,tʃʼämä,,,tinu,,ˈɛːˌta,tinnu,ˈʔɛsn̩,kin˧.kʰaːw˥˩,luˈa,jiːst,jesʲtʲ,,,timbə,,,,tinu,tin atej,ˈsiːe̞d̪ɨ,,ko.ˈme(ʁ),,,,tin,ˈsːɨːmæ,,məɲˈʒa,kuning,dʒa:go:lpah,ɕʰiks͈a̠ɦa̠da̠,,,ɪ,,,ˈie̯sen,ˈxwɑːɾɯn,tinə,,,,,sa:pədə,ˈsyvːæ,uɳa:ɾa,,jeˈmæk,,iːt,,toɾtin,ˈsøːmɑ,,,,,ˈsødɑ,,,a:ntisatun,tin,,tʃʼkʼɔmuä,lizwɛb,,mɑ̃.ʒe,,ˈtro̞o̞,,,,ˈsyːvːæ,ʔan˧˧ kəːm˧˧,,,mokʰna,,tinnu,dʒeʋi,kin˩˧ kʰau˨˩,spiːsə,,,,,,ˈsyødæ,,,ɔtʃʼkʼɔmu,,manˈdʒa.re
spit,,,tʰəˈkʰɛl,ba.sˁa.qa,,,ˈpɫuka,eskuˈpiɾ,,pʰurtʰχɛbä,,,,,,,ˈʃpʊkŋ̩,,,ˈplɪvnou̯t,plʲɪˈvatʲ,,,,t̪ʰuːk.nɑː,,,,,ˈsiʎgɨ,,kuʃ.ˈpiɾ,plut͡ɕ,,,,ˈsːylkæmæ,ˈkøp,,,,,tʰwé,,,,,,,,t͡sɨᵝba̠,kusˈpiɾ,,,,ˈsylːetæ,,,,ludah,spɪt,,,ˈsylitɑmɑ,,ˈr̥aiːca,tʰu pɛ.lʊa,,ˈsylʲktɑ,,,,,,pʰurtʼinuä,litʼbənɛ,ˈpʎuc,kʁa.ʃe,,ˈfti.nɔ,,,,ˈsylgie,ɲo˧˩,ˈspu.oː,,,,,,,spøtɘ,,,spʎāwt,,,ˈsylkeæ,,,ntʃʼkʼväläpʰä,,spuˈtare
fish,ínɬaːnzi,mi:nu,d͡zuk,ˈsamaka,mi:nə,mi:n,,ˈpeθ,,tʰɛvzi,fɪʃ,ˈⁿsó.ᵐba,,mɔːhiː,fɪsk,ki:ke,fɪʃ,plaː˧,ˈpeʃte,ˈrɪba,ˈrɨbə,pʲa˨˦,,mi:nə,mət͡ʃʰ.liː,jiːst,pəsˈɡɔdɨ̯n,tʃe:pa,mi:nə,ˈkɑlɑː,daɡ,ˈpɐjʃɨ,ˈrɨ.ba,ˈribə,,mi:n,ˈkːɑlɑ,ˈhɒl,ˈpeʃ,matʃtʃi:,mi:ndu,muɭk͈o̞ɡi,ŋá,,iəsˠk,pɛʃk,mɑtʃʰ,feʃ,ˈmɑːsiː,mi:nə,uwo,ˈpejʃe̝,vɪs,,mi:nə,ˈkɑlɑ,mi:nə,bɑ.ˈɫɯk,,ikan,ˈfɪʃ,,mi:n,ˈkɑlɑ,t̥rī,ˈfɪskʏr,mas,kab,ˈkɑlɑ,ˈrɨba,mɒːhiː,guɖɖi,key,ˈrɪbɐ,tʃχɔmi,tsuz,ˈriba,pwa.sɔ̃,ˈfɪskʊɹ,ˈp͡sari,,fəs,,ˈkɑlɑ,kaː˧˦,ˈpis.kis,*ȵa,indʒo,,mi:nə,mi:n,pa᷅ː,fesk,,ˈrìːba,ziws,bɑˈɫɯ̞q,fɪsk,ˈkɑlɑ,ˈkuo̯lliː,t͡saɢəs,tʃχɔmi,mɐ́t̪.s̪jɐ,ˈpeʃːe
split,,,,qa.sa.ma,,,,parˈtiɾ,,qʼɔpʰä,,,,,deːla,,ˈʃpaltn̩,,,,rəɕːɪˈplʲætʲ,,,,,,,,,ˈloːgst̪ɨ,,pɐɾ.ˈtiɾ,ˈd͡ʑɛ.lʲit͡ɕ,,,,ˈlɑhkːi ɑjɑmɑ,ˈhɒʃiːt,pəɾˈti,,,,kʰwɛ́,,,,,,,,ɰᵝa̠ɾɯ̟ᵝ,,,,,ˈhɑlkɤɑ,,,,,splɪt,,,ˈlɤhestɑmɑ,,ˈkʰlɔpna,pʰal,,ˈhɑugoidɑ,,,,,,rtʰuälä,lirdɛ,,fɑ̃dʁ,,,,,,ˈhɑlːɑtɑ,t͡ɕɛ˧˩,ˈskin.doː,,,,,,,,,,,,,ˈhɑlkɑistɑ,,,ɔrtʰu,,ˈfɛndere
mother,úmʱáːma,,mɑjɾ,ʔam.ma,,,,ˈmadɾe,ˈmaːhəɾʲ,dɛdä,ˈmʊtəʁ,ˈmá.ji,,mɔːdær,muːr,,ˈmʊtɐ,mɛː˥˩,ˈma.mə,ˈmatka,matʲ,ma˨˦,,,,maːɹ,mam,,,ˈje̞mɑː,ˈ(ʔ)em,mɐ̃j̃,ˈmat.ka,ˈmajkə,,,ˈimæ,ˈɒɲɒ,ˈma.ɾə,,,ʌ̹mma̠,,ɑnɑ,ˈmˠɑːhəɾʲ,,,mɑm,,,okakasama,ˈnaj,ˈmu.dər,,,ˈemæ,,anne,,ibu,ˈmʌðə(ɹ),ˈmãmː,,ˈemɑ,m̥ṭāy,ˈmamːa,ma,mor,ˈmɑmoi,,mɒːˈd̪æɾ,,,ˈmɑte,didä,di,ˈmatka,mɛʁ,ˈmɔuwɪr,miˈtera,,,ˈmajɾe,ˈmuɑmo,mɛ˧˨ʔ,,,,,,,mɛː˧˧,,ɔmː,ˈmàːti,māːtɛ,æˈsæj,,ˈæiti,ˈea̯dːniː,ix,nänä,ɐm.bɑ́ː,ˈma.dre
fall,,,əŋkˈnɛl,wa.qa.ʕa,,,,kaˈeɾ,t̪uʰtʲ,dätsɛmä,,,,,falːa,,ˈfaln̩,tok̚˨˩,kəˈde̯a,ˈpadat,ˈpadətʲ,,,,ɡɪɾ.nɑː,,ˈsərθjɔ,,,ˈsɑd̪ːɨ,,kɐˈiɾ,ˈspa.dat͡ɕ,ˈpad̪əm,ɡɪrˈna,,ˈsːɑtɑmɑ,ˈɛʃik,ˈkaw.ɾə,,,nʌ̹mʌ̹d͡ʑida̠,t͡ɕa̰,,tʲɪtʲ,ˈbiɛ,ˈpɔɽa,,ˈkɛtɯn,,ot͡su,,ˈvɑlə(n),,,ˈlɑngɤtɑ,,,dyʃˈmæk,,fɔːl,,,ˈkukːumɑ,d̥ʰlāk´,ˈfatla,pɔ.ɹa,,ˈkirbotɑ,,oftʰɒːˈdæn,,,ˈpadatɪ,dɔntʰχäpʰä,liwɛχ,,tɔ̃.be,fatl,,,fal,,ˈkirvotɑ,ŋaː˦ˀ˥,ˈka.doː,,,,,,,,,ˈpaːsti,,,,ˈpudotɑ,,ʊnəx,gɛntʰχinu,pɐ́.t̪ɐ.t̪i,kaˈdere
small,,kiɾi,ˈpʰɔkʰəɾ,sˁa.ɣiːr,tʃeɾija,tʃeɾija,maɫ,peˈkeɲo,pek,pʼätʼärä,ˈkleɪn,,,,ˈliːˌtɛn,tʃinnad,klaɪ̯n,lek̚˦˥,mik,ˈmaliː,ˈmalʲɪnʲkʲɪj,,ˈmaːʒɐs,kunnadə,t͡ʃʰoː.ʈɑː,,baːχ,tʃinna,guntə,ˈpiʃki,,pɪ.ˈke.nʊ,ˈma.wɨ,ˈmalək,t͡ʃʰoː.ʈɑː,kande:k,ˈvæikːu,ˈkit͡ʃi,pəˈtit,tʃunak,ɾikʋa:di,ˈt͡ɕa̠ːk̚t͈a̠,θé,kiˈt͡ʃik,bʲɔɡ,ˈvɔɡəl,,n,,tʃeɾijadə,tipisasi,peˈkeno̝,klɛi̯n,,ciṟiya,ˈpeːni,kiɲa,cyˈtʃyc,kiˈt͡ʃik,,smɔːl,,ke:ɾu:ɖə,ˈʋæike,tūc,smauːr,xɔ.ɹu,waˈɺ̢ukai,ˈpenʲ,maˈlʲenʲkʲi,kʰuːtʃʰækʲ,sinna,cin,mɐˈlɛnʲkei̯,tʃʼitʃʼɛ,χɔχrä,ˈmaliː,pə.ti,,miˈkro̞s,kə.tʃil,,,ˈpieni,ɲɔ˧˩,ˈpar.wus,*t͡ɕʰuŋ.t͡ɕʰuŋ,sanni,,tʃikkadu,tʃinna,,lilə,zaˁjr,ˈmáːjxən,,bæ.læˈkæj,,ˈpieni,,,tʃʼutʼä,,pikˈko.lo
dig,,,pʰɔˈɾɛl,ħa.fa.ra,,,,ekskaˈbaɾ,,tʰχrä,,,,,,,ˈɡʁaːbən,kʰut̚˨˩,,ˈkopat,kɐˈpatʲ,,,,kʰoːd̪.nɑː,,,,,ˈkuovo,,,ˈkɔ.pat͡ɕ,,,,ˈkːɑipmɑ,ˈaːʃ,kəˈva,,,pʰa̠da̠,tú,,ˈt̪ˠɔxəlʲ,,,ˈɡʀue̯ven,,,,eskaˈβaɾ,ˈɣraːvə(n),,,ˈkɑivɑː,,,,ɡali,dɪɡ,,,ˈkɑeʋɑmɑ,,,kʰan.da,,ˈkɑidɑ,,kʲænˈdæn,,,,ntʰχɔruä,libərdʒɛ,ˈkɔpac,kʁø.ze,,,,,,ˈkɑivuɑ,ʔɗaːw˨˩,ˈfo.di.oː,,,,,,,ɡraːvə,,kɔˈpàːti,ɾakt,,,ˈkɑiʋɑː,,,ɔntʰχɔru,,skaˈvare
night,úɓusûːɠu,ədlə,ɡiˈʃɛɾ,laj.la,andi,ɾa:tɾi,nɔc,ˈnot͡ʃe,,ʁämɛ,,,la:n,,natː,mulipe,naxt,klaːŋ˧.kʰɯːn˧,ˈno̯ap.te,not͡s,not͡ɕ,hɯn˧˩,nɐkˈtɪs,iɾə,ɾɑːt̪,ɛi,noːs,ɾa:tɾi,e:lumaɾam,ˈiːe̞,ˈlaj.la,ˈnoj.tɨ,nɔt͡s,nɔʃt,raːt̪,tukud,ˈɨː,ˈeːjsɒkɒ,ˈnit,nam,ɾa:ti,pa̠m,ɲa̰,,ˈiːhə,ˈnaːt,,ˈnuə̯ɕt,ˈʃɛv,bajiʈə,⟨yo1ru⟩,ˈnojt̪ɪ,nɑxt,nɑtː,iɾa:ʋə,ˈøː,ɾa:tɾe,ɟe̞ˈdʒɛ,,,naɪt,,ekka:ɖə,ˈøː,yp´,nouʰt,ɹati,,ˈø,not͡ʂ,ʃæb,siɾbedin,tūk,ˈnʲit͡ʃ,sɛri,lɛtʰ,ˈnɔt͡s,nɥi,nɔʰtː,ˈnixta,ˈmalam,naχ,ˈnɥɛtʃ,ˈyø,ʔɗem˧˧,noks,,ma:ha,ɡɐˈbi,ɾa:tɾi,naɾkaɖ,,nad̥,lɛjl,noːtʃ,nakts,tʏ̞n,ˈnaxt,ˈyø,ˈiɟɟa,,sɛri,ɽɑ́ːt̪.ɽi,ˈnɔtːe
belly,isíːsu,poʈʈi,pʰɔɾ,ba.tˁa.na,baiɾu,ʋajaɾə,mɛf,bäˈriɣä,,mutsɛli,bɔɪχ,ˈmí.ᵐba,banɖi,ʃikæm,²mɑːɡɛ,ɖokka,baʊ̯x,tʰɔːŋ˦˥,,ˈbr̝ɪxo,ʐɨˈvot,,,oʈʈe,peːʈ,,,poʈʈa,naɖpe:ʈgu,ˈmɑg,,bɐ.ˈʁi.ɡɐ,bʐux,koˈrɛm,,pudug,ˈkːɤtːtː,ˈhɒʃ,ˈbuk,peɖʰ,puɖa:,pe̞,baɪʔ,,ˈbˠɔlˠəɡ,,,,,poʈʈe,wi,banˈduʎo̝,bœy̯k,,vayiṟu,ˈvɑtsːɑ,bandʒi,,,pərot,bɛli,ˈkofː,piɾ,ˈkɤht,k̥rbḥ,ˈmaːjɪ,pɛt,nas,ˈvɑts,,ʃeˈkʲæm,ʈeʈʈe,poṭṭa,,kʰɔrä,qʰæd,ˈbruxɔ,vɑ̃tʁ,,,,,,ˈvɑtʃːɑ,ʔɓʊwŋ͡m˧˨ʔ,abˈdoː.men,,ku:l,,hoṭṭe,pi:ɾ,,,zɐʔ,ˈtrèːbux,,,,ˈmɑhɑ,,,kʰɔrbä,,ˈpan.t͡ʃa
neck,íntaːmo,kp:ma:ɭi,viz,,bo:ɭe,kaɻutə,vrat,ˈkweʎo,,kʼisɛri,haldz,ˈkʰo.si,,ɡærdæn,,meɖaka:ja,hals,kʰɔː˧,ɡɨt,kr̩k,ˈʂɛjə,ho˧˩,ˈkä̌ːklɐs̪,katə,,,ɡʊðv,meɖa,kaɖate:l,ˈkɑgːɨl,,pɨʃ.ˈko.su,ˈʂɨ.ja,ˈʃijə,,kanɖ,ˈkːɑːl,ˈɲɒk,ˈkɔʎ,lex,asaɾdu,mo̞k̚,lɛ̀bɪ́ɴ,,ˈmˠɪnɑːl,ˈcafə,,,,bo:ɭe,kɯ̟ᵝbʲi,pesˈkoθo̝,,hɑls,kaɭuttə,ˈkɑglɑ,kekkilə,,,lehe(r),nɛk,,maɾ,ˈkɑel,k,hauls,di.ŋi,,ˈkɑgl,,ɡærdæn,mak,tūk,ˈʃɪjɐ,kʼisɛri,kʼintʃχ,kr̩k,ku,,,,,,ˈkɑklɑ,ko˧˩,ˈkol.lum,,kʰesir,,kuthige,guɖunga,,hals,,ˈʋráːt,,mu.ˈjɯ̞n,,ˈkɑulɑ,,xut͡su,dʒinikʰi,ɡɽiː.ʋɑ́ː,ˈkɔl.lo
here,,,ɑjsˈtɛʁ,hu.naː,,,ˈtuka,aˈki,,äkʰ,,,,,hæːr,,hiːɐ,tʰiː˥˩.niː˥˩,aˈit͡ʃʲ,ˈtoto,zʲdʲesʲ,,tʃʲɛ,,,,,,,ˈt̪æs,kan,ɐˈki,tu,ˈtuk,,,ˈtːɑn,ˈitː,əˈki,,,jʌ̹ɡi,,,,,,hai̯,,,⟨ko2ko2⟩,,ɦir,,,ˈtæːlːæ,,,burɑˈdɑ,sini,hɪə(ɹ),,,ˈsiːn,neḥ,çɛːr,iat,ˈd̪əlt̪a,ˈtægæ,,iːnˈdʒɒː,,,,tʰäkʰ,ämɛtʃu,,i.si,,,,,,ˈtæs,,hik,,,,,,,,aʊ̯n,ˈtúːkaj,,,,ˈtæːlːæ,,,äkʰ,ɐ́t̪.ɽɐ,kwa
louse,íntwáːla,pja:nu,vɔˈt͡ʃʰil,qam.la,pe:nə,pe:n,ˈvɔʃka,ˈpjo.xo,,tʼili,,ˈⁿsa.ɓʷe,,,,poɾiki,laʊ̯s,haw˩˩˦,,ˈvɛʃ,voʂ,,,ili,dʒũː,,ˈɬeɨ̯ɛn,pe:nu,paiji,ˈt̪e̞i,,pi.ˈo.ʎu,vɛʂ,ˈvɤʃkə,dʒũː,tukud,ˈtːæi,ˈtɛtyː,ˈpoʎ,bo:dʰ,bʰumi,i,θáɴ,,,mɔr,,,,pe:nə,ɕiɾa̠mʲi,,lœy̯s,,pe:nə,ˈtæi,pe:n,ˈbit,bit,kutu,laʊs,ˈlɔw,iɾs,ˈtæi,cai,luːs,,,ˈtæi,voʂ,ʃeˈpeʃ,pa:nu,pēni,ˈwɔʃɐ,tʼi,tʼiʃ,ˈvɔʃ,pu,lʉuːs,,,,peˈzul,ˈtæi,zən˧˨ʔ,ˈpeː.dis,,pe:n,,he:nu,poɾki,,,,ˈúːʃ,,bɪ̞t,,ˈtæi,,poːs,tʼi,,pi.ˈdɔk̚.kjo
earth,ínɬaɓâːtʰi,bu:mi,hɔʁ,tur.ba,,mannə,,ˈtje̞.ra̠,,mitsʼä,,,bʰumi,,juːɖ,maʈʈi,ˈeːɐ̯də,din˧,pəˈmɨnt,ˈzɛmjɛ,zʲɪˈmlʲa,,ˈʒʲæːmʲeː,,dʰərtiː,,,mannu,bʰulo:gam,ˈmoː,adaˈma,ˈtɛʁɐ,ˈʑɛ.mʲa,zɛˈmʲa,,tukud,ˈmɑː,ˈtɒlɒj,ˈtɛ.rə,ɖaga:ɾ,bʰumi,xɯk̚,mjè,,,ðɛ,,,,mannə,d͡ʑi,,ˈaːr.də,,mannə,ˈmɑː,mannə,topˈɾɑk,torˈpɑχ,bumi,ɜːθ,,koɖə,ˈmuld,,jœrð,,,ˈmɑ,zʲaˈmlʲa,,bʰu:mi,tūk,zeˈmlʲɑ,diχä,gim,ˈzɛm,tɛʁ,jøːɹ,,ta.nah,ˈɑːr.də,,ˈmuɑ,ʔɗət̚˧˦,ˈter.ra,*sa,kʰekʰel,ˈlu.paʔ,maɳɳu,mannə,,joːr,,ˈzɛ̀ːmlja,zɛmɛ,,,ˈmɑː,,xors,lɛtʼä,,ˈtɛr.ra
sun,íːlaːnɡa,pottə,ɑˈɾɛv,ʃams,tʃu:rja,su:ɾjan,ˈsɔnt͡sɛ,ˈsol,,mzɛ,zʊn,ˈd͡zú.w⁽ᵝ⁾a,ʋeda,ɔftɔb,suːl,poɖudu,ˈzɔnə,dua̯ŋ˧.ʔaː˧.tʰit̚˦˥,ˈso̯are,ˈslunt͡sɛ,ˈsont͡sə,taŋ˨˦ ŋon˧˩,ˈsɑuleː,ottə,,ɡriːn,haɨ̯l,su:ɾjuɖu,su:rijan,ˈpæːvɑ,,ˈsɔɫ,ˈswɔɲ.t͡sɛ,ˈslɤntsɛ,,ʋele,ˈpːæiv,ˈnɒp,ˈsɔl,de,be:ɾdu,he̞,nè,,ɟɾʲiənˠ,,,zon,,su:ɾja,,s̺ol,,suːl,su:ɾjan,ˈpæivikːo,su:ɾje,ɟyˈneʃ,ɡʲyˈnæʃ,matəhari,sʌn,,su:ɾijan,ˈpæike,t̥ʰṅai,souːl,be.li,lmar,ˈpæivæine,ˈsont͡sa,,suɾija,tūk,ˈsɔnt͡sɛ,bʒä,miʒ,ˈsɫ̩ŋkɔ,sɔ.lɛj,sɔuːl,ˈi.ʎos,,,suˈlel,ˈpæivæne,mat̚˧˨ʔ t͡ɕəːj˨˩,,*ȵi.ma,bi:ɖi,,su:rja,poɾə,taː˩˨ wen˦˥,soːl,ʃɛmʃ,ˈsóːntsɛ,sāūle,qʊ̞ˈjɑʂ,,ˈɑurinko,ˈpea̯jvvaːʃ,,mʒɔrä,s̪úːɽ.jɐ,ˈso.le
there,,,ɑjnˈtɛʁ,hu.naː.ka,,,ˈtamu,aˈʎi,,ikʰ,,,,,dɛːr,,dɔrt,tʰiː˥˩.nan˥˩,aˈko.lo,tam,tam,,,,,,ˈəna,,,ˈsæːl,,ɐ.ˈi,tam,,,,ˈsːæːl,ˈotː,əˈʎa,,,kʌ̹ɡi,hòm̥à,,ənʲˈʃɪnʲ,,,do,,,,,daːr,,,ˈsiːnæ,,,,,ðɛə(ɹ),,,ˈseɑl,,ˈθartna,tat,ˈhalta,ˈsigæ,,ɒːnˈdʒɒː,,,ˈtɑm,tʰɛkʰ,ɛtʃɛtʃu,ˈtam,la,,e̞ˈci,,dɑːr,,ˈsielæ,,ˈi.bi,,,,,,nan˥˦,dar,ɛːmː,ˈtám,tùɾ,unˈdɑ,,ˈtuolːɑ,ˈtoppe,,ɛkʰ,,
play,,,χɑˈʁɑl,,,,,xuˈɡaɾ,,däkʼvrä,,,,,,,ˈʃpiːlən,len˥˩,,ɦraːt,ɪˈɡratʲ,,ˈʒɐjsʲtʲɪ,,kʰeːl.nɑː,,ˈχwaraɨ̯,,,ˈmængɨ,,ʒu.ˈɣaɾ,ɡrat͡ɕ,iˈɡrajə,kʰeln̪aː,,ˈmænkmæ,ˈjaːt͡sːik,ʒuˈɡa,,,ˈno̞ːɭda̠,sʰɔ̰,,ˈɪmʲəɾʲ,,,,,,a̠so̞bɯ̟ᵝ,,ˈspeːlə(n),,,ˈmæntʃiæ,,,ojnɑˈmɑχ,,pleɪ,,,ˈmængimɑ,leṅ,ˈleiːka,,ˈlobe kawəl,ˈvætæ,,,,,ˈɦrɑte,mɛgämä,liʃmɛ,ˈɦrac,ʒwe,,,,,,ˈkiʒɑtɑ,t͡ɕəːj˧˧,ˈluː.doː,,,maɡ.la.ˈɾoʔ,,,,lajə,,iˈɡraːti,,,,ˈleikːiæ,,,gɛlätʃämu,,d͡ʒoˈkä.re
nose,íːkʰaːla,mu:kkə,kʰitʰ,ʔanf,mu:kkə,mu:kə,,naˈɾiθ,s̪t̪ɾɔːn,tsχviri,,ˈᵐpʰu.no,mungeli,biˈniː,ˈnɛːsˌa,mosso:ɾ,ˈnaːzə,t͡ɕa˨˩.muːk̚˨˩,,nos,nos,,,mu:kə,naːk,st̪rudʲnʲ,truːɨ̯n,mukku,mu:kə,ˈnɑnɑː,ʔaf,nɐˈɾiʃ,nɔs,nɔs,,mungan,ˈnɤnɑ,ˈorː,ˈnas,ba:mus,muso:,kʰo̞,n̥əkʰáʊɴ,,sˠɾˠoːnˠ,,,nuəs,,mu:kkə,,naˈɾiθ,nøːs,,mu:kə,ˈnenæ,mu:gu,buˈɾun,buˈrun,hidoŋ,nəʊz,ˈfriː,mittu:p,ˈninɑ,c̥rmuḥ,nɛːv,nak,,ˈnenɑ,,,mu:kk,muvãḍ,,tʃχvindi,nɛpʰχwnä,,ne,nøːs,ˈmiti,,nɪøs,,ˈnenæ,muj˦ˀ˥,,*zna,mu:ji,ʔi.ˈlɔŋ,mu:gə,mosoɾ,daŋ˩˧,ˈnɛːsə,,ˈnóːs,,tɑˈnɑw,,ˈnenæ,,,tʃχindi,,ˈna.zo
hear,,kə:ɭ,ləˈsɛl,sa.mi.ʕa,ke:ɭu,kelkuga,,oˈiɾ,,smɛnä,,,,ʃunidan,,ke:dʒa,ˈhøːrən,daːj˥˩.jin˧,,ˈslɪʃɛt,ˈslɨʂətʲ,,,ke:pə,sʊn.nɑː,,ˈkləu̯ɛd,ʋinu,ke:lə,ˈkuːloː,ˈʃema,owˈviɾ,ˈswɨ.ʂɛt͡ɕ,ˈtʃuvəm,,tukud,ˈkːuːltmɑ,ˈhɒlː,sənˈti,bining,me:na,tɯt̚t͈a̠,t͡ɕá,,klˠɔʃ,,ʃonɑ,ˈhei̯ʀen,ˈbiːstɯn,ke:ɭə,kʲi̥kɯ̟ᵝ,ɔˈiɾ,ˈɦoːrə(n),,ke:ɭə,ˈkuːlːɑ,keɳaɾa,,,dəŋa(r),hɪə(ɹ),,ke:l,ˈkuːlmɑ,ḹ,ˈheiːra,xu.na,awraˈwəl,ˈkuldɑ,,ʃeniˈdæn,ʋinti,ven,ˈt͡ʃute,rtʃkʰilä,səmæn,,ɑ̃.tɑ̃dʁ,,aˈkuo,də.ŋar,,,ˈkuːlːɑ,ŋɛ˧˧,ˈau̯.di.oː,,menna,,ke:ɭu,kendʒ,,høːrə,ˈsɐmɐ,,dzìɾdɛ̂ːt,,ˈjɛ(ː)rə,ˈkuːlːɑ,,,ɔʃkʼinu,,
